id,username,joinDate,karmaPoints,isPremium,favoriteGenres
6777235e-07aa-456d-b657-64f5537ced36,dwhite_4102,2024-05-01,24217,False,Simulation;Shooter;Horror;Platformer
921de474-566d-4bbb-bb5d-fc8f00f066f8,ramosmichelle_228,2025-08-10,43769,False,Fighting;RPG;Adventure
bfe3cb23-ce61-4111-922a-d1c7f9707237,williamsyvette_4433,2023-05-01,7564,False,Shooter;Platformer
294547f0-e8af-4409-b5b8-7b12b6bd3c78,housemelinda_3550,2023-12-23,47029,False,Simulation;Sports;Shooter
10bc59bf-b1c9-4f13-b002-08086212e01b,ntucker_932,2024-12-21,6048,False,Action;Platformer;Puzzle
d0979b7c-7c4e-4fad-b0a3-73626cf9afdf,martinaaron_2243,2024-12-05,41753,False,Platformer;Sports
a9c2ab2b-0898-4950-bf87-2165b38f2673,sara74_9138,2025-01-25,46246,False,RPG
de4f57c5-b25c-428a-b8e8-3faeb055230c,smoore_1332,2024-03-12,45286,False,Puzzle
ef96f550-9fab-4450-b4ff-31cfedb30198,rileyamy_9643,2024-08-08,36210,True,Action;Shooter
e8fe22a9-cd33-44cc-b133-55af4331f8e6,williamsthomas_6074,2025-07-12,2614,False,Fighting;Strategy
aa6914a7-9340-4c4e-8ac2-ac09e216f9ba,brianromero_1784,2024-01-22,23178,False,Horror;Adventure;Strategy;Fighting
ce03b599-cdf7-4feb-bb59-7b41132993da,larsonemma_3000,2024-04-08,27020,True,Racing;Fighting;Strategy
ac996512-eb16-4ac1-8933-6604307d40d8,kwilson_4471,2024-04-25,10433,False,Racing
2ac6287f-6c9c-430b-a65b-b8974e054132,harveyrobert_734,2025-10-01,30847,False,Puzzle;Shooter;Strategy;Horror
972ddbb6-1540-411f-9fa7-a5122c5e9fa3,sarah35_487,2024-04-13,43255,True,Shooter;RPG;Platformer
f0530f6a-9f33-430d-a94f-fdfe80569e5e,randy47_5853,2024-08-12,42040,False,Action;RPG;Shooter
6189fb95-9cf8-4662-b6e4-8ad6abbef1d6,smithchristine_3025,2025-08-30,38049,False,Action;RPG;Horror
7f218c7d-4e73-4f74-94a9-5a0e2c548e0e,jonesjason_7219,2024-05-24,22654,False,Racing;Horror;Simulation
e53e831f-7c6f-40c9-8b94-81d8eda36a19,sarahibarra_1994,2024-04-22,25244,False,Shooter;Action
0c1356a6-ef8c-4e60-98df-ba82eeab1c08,justin78_7244,2026-04-05,110,False,Puzzle;Racing
6f0fd769-2b27-4fd5-b22e-a40bf66557cd,cheryl80_1246,2026-02-09,43531,False,Fighting;RPG;Shooter
993198c8-166d-460c-8f0b-6a1d711b13ed,sarah12_8408,2024-05-23,20269,False,Racing;Shooter;Simulation
461a0ef2-bc47-44b1-aedc-7b1a3ec864ea,prestonjulia_2185,2023-12-06,12572,False,Fighting;Adventure;Horror;Shooter
4cc7db10-ff20-4782-8d08-bbbcca846362,juan35_6753,2024-02-19,35909,False,Shooter;Strategy;Racing
17ba3e0c-11d2-4720-a251-ed934322589a,william40_9602,2023-08-30,39758,False,Sports;Platformer;Strategy;Simulation
344710da-4a2f-454b-b187-55873404e03f,ccalderon_7852,2023-04-14,48231,True,Shooter
db2f1c2c-d140-41af-ab03-e74df18f7aec,kellie42_8545,2025-02-23,43506,False,RPG;Strategy;Shooter
b6db2d82-3cf6-40c6-b9c2-4970210f33ef,hhoffman_3780,2023-08-03,13050,True,Strategy
f32429ba-541a-4224-ad80-9287dfe90cd0,amydavenport_7884,2025-09-29,40060,False,Sports
cad3c90d-d36e-4fd8-8aa1-4cbb69febd8c,russellwilliams_6890,2024-10-26,41272,False,Sports;Racing;Strategy;Adventure
a63cdd79-d22c-4802-9fde-0d77a411c8b1,nolanjason_190,2024-04-30,49215,False,Racing
ea189575-d337-44c7-a1cd-f845cc8409e6,gomezanita_3685,2024-12-30,11526,False,Action;Simulation;Strategy;RPG
2a001172-b9ee-49b6-bff5-0a8ae9916213,sarayoung_7578,2023-12-17,8738,False,Sports;Horror;Simulation
402718b9-e2e8-4da9-a174-e046635adfa0,nicolejohnson_7091,2024-09-06,35905,False,Platformer;Sports
a1454f25-89d0-4223-b378-c1b49ad90e89,vpham_7473,2024-04-28,16986,False,Simulation;Sports;Strategy
9c48f8b1-e18c-427b-9833-175650af2c8a,erik16_4599,2023-06-08,28827,True,Strategy;Shooter;Puzzle
8ca28fe7-7986-4133-bebe-e41ceabdd8fa,dwalker_5338,2024-10-03,35399,True,Strategy;Racing
b46cf1b2-1429-492e-8cc3-a4b4961eec4a,lori33_2603,2023-05-15,46295,False,Racing;Puzzle;Simulation;Sports
2cc848ae-5104-44f3-b7df-be658d75ab56,raymondramirez_6912,2023-07-25,4080,False,Racing;Horror;Action;Platformer
8d615ff4-26e7-4d97-ac92-80b8a558378c,michael86_7914,2026-02-27,386,False,Racing;Platformer;Simulation
7afa5c4c-173d-414b-ba9b-0f7e7b2985b8,sheila14_9047,2024-01-11,39534,False,Strategy;Shooter;Racing;Sports
84e11e30-6a52-4da8-9b07-b818b03d75c5,benjamin96_575,2024-09-27,25484,False,Platformer;Adventure;Sports;Fighting
2f6ce76b-274b-4c3a-878e-f8759cefd86c,samuel81_8851,2024-11-27,1767,False,RPG
95309017-d921-472c-b28b-2a5c28a3c431,jonathanfletcher_7122,2023-04-11,8893,False,Action;Shooter
358f80f5-f85a-463f-b538-e351b0e3b717,michaeljones_6311,2026-02-03,21453,False,Puzzle;Racing;Shooter
d3c17101-2b41-4876-abf8-cc100e981323,cindy14_7006,2025-06-04,16532,False,Action;Simulation;Platformer;Puzzle
f151058c-c64d-44ee-abc6-fc67d5742413,elizabeth56_3773,2026-03-27,42607,True,Action
c14bd30a-399c-4822-86c4-071c3ec675ae,angela36_4151,2026-02-04,13065,False,Strategy;Adventure
3d645280-8230-4a62-adf9-5a3ad6d85667,lbyrd_7858,2025-11-20,43873,True,Sports;Shooter
ad9561c1-dd45-412f-9bc8-38379c7386d4,richard04_6143,2024-06-27,10996,False,Adventure
84110743-30ab-4a9e-9c91-72edcfa71f55,russellcarpenter_5196,2026-01-20,7084,False,Horror;Fighting;Racing
4a48d867-924e-4dda-8124-b6a5c24ac55f,steven73_6598,2025-06-11,46859,True,RPG;Shooter
bb43a7d2-effe-4a85-a9dd-750c661a78b1,yleon_9937,2023-12-28,7933,False,Puzzle
292a2858-aae0-40e9-a274-ad8fee1d3158,campbellelizabeth_8828,2025-11-25,28074,False,Simulation
bb442f31-43d6-4ec6-8d2f-29e36b6a351f,clarence34_5690,2024-03-22,829,False,RPG;Racing;Puzzle;Sports
c9fc80b3-dfe4-45f7-a631-beda3cbf44d5,dylanwilliams_2606,2025-04-16,28540,True,Horror;Simulation;Sports
dff3af00-2036-4425-890c-3ad464166096,gibsonolivia_7716,2025-09-19,28545,False,Puzzle;Strategy;RPG
6f5b83f2-fd62-4e42-a41e-5a705babc08a,jennifercruz_4669,2024-12-19,29543,False,Horror;Platformer;Racing;Puzzle
c96792b8-5fa7-4ba1-b9e1-f52a368b96cc,dylanwatts_570,2023-09-21,32394,False,Sports;Strategy
f4dc4b12-e764-4909-bb73-54777fa30101,zrobinson_5913,2026-03-25,16931,False,Simulation;Action;Platformer
c90ff4a0-d6c9-4ab7-8edf-d23299a78327,pwilliams_3230,2023-10-14,5610,False,Sports;Simulation;Strategy;Platformer
8603479e-3f70-4188-8447-bde98e93560f,danderson_8141,2026-02-09,29371,False,Shooter
438dcfb0-6f22-432e-8b40-e1e28e3f5125,stephanie79_3730,2025-06-01,26502,False,Fighting;Horror;Puzzle
362535e6-073f-476e-a7af-fe4e8a320f99,jrivas_7853,2025-03-01,36272,False,Platformer;Simulation;Puzzle;Horror
74a9a01b-c5c3-4e1d-b9c1-1479b1753441,juliawells_7534,2024-05-15,17754,False,RPG;Strategy
161b3245-87a2-4aa8-b894-2578aebbc3a2,maryramirez_5269,2025-06-26,7835,False,Strategy;Platformer
2d2623d7-23b0-48c9-841b-c8165540da39,rsims_8033,2025-02-20,18120,False,RPG;Strategy;Shooter
08bf1a39-395a-4a6a-8c59-59000a00424e,reevesjimmy_3827,2024-09-11,23650,True,Platformer
f19d9088-7255-4af5-a53d-c8f4eec68b3c,patricia12_8851,2023-11-29,8295,False,Simulation
cc81c5fd-654b-442b-87e0-21c4a40983a3,patrickhernandez_4886,2024-03-06,45705,False,RPG;Action;Horror;Shooter
f2b45a44-0486-4b6c-adcb-41f570d12020,perrymark_7790,2025-04-01,31373,False,Action;Shooter
b8b7dd37-c6fd-499e-9d0c-a92973da039e,abrown_7927,2024-12-04,7476,False,Sports;RPG;Horror;Action
8e23bf6e-e3d4-4741-b666-6dac11d4fe0b,gateskathy_2585,2024-11-19,9777,False,RPG;Strategy;Platformer
3bb90c62-568f-4a72-a15e-662f12d2f07a,wsmith_9243,2024-07-15,27274,False,Simulation;Racing
ae937840-338e-4ae1-857c-a03b5cad3364,acastaneda_7481,2025-07-23,29014,False,Shooter;Horror;Fighting;Action
66bce73c-2746-424c-a547-4f9b1328e7ea,tracynelson_1725,2025-05-02,49986,False,Shooter;Fighting
bb573af3-7281-4b06-ad24-90db9d2d4131,priceelizabeth_1430,2024-12-27,10292,False,Adventure
42d973c9-0cfd-40e2-9287-a6029ca1c504,marycalhoun_143,2025-11-30,26772,False,Shooter;Action;Strategy;Platformer
5489d88d-ba4a-48bf-9316-f1245a8591eb,meadowsbrittany_4732,2026-02-01,46070,False,Fighting
e176f804-ec2f-4e24-acce-21d7397b80f2,millerroy_3924,2025-03-26,17337,False,Racing;RPG
77555af6-6690-4590-b5ff-75c322d5ef74,brentgray_9022,2024-03-02,14733,False,Adventure;RPG;Action
21901cf0-c89c-447c-8366-8ad2a4994b3e,wmurphy_2818,2024-11-17,20159,False,Sports;RPG;Platformer
8648e6b4-8638-4d32-8f2c-4a77de786c1f,karen64_5082,2023-08-14,45857,False,Simulation;Platformer;Sports
096e7d4a-0fc5-4882-8c7e-c4cc00e8b4cb,ismith_7272,2023-06-28,5271,False,Platformer;Puzzle;Horror;Shooter
f7b6c0f6-1700-44df-9f8c-c8028bc8bae5,jeffrey10_523,2023-05-27,5985,False,Fighting
75917ebb-b154-4c70-aea7-7cbe6a43247e,jamessmith_4515,2023-12-01,37764,True,Sports;Simulation
cc167716-bb31-471a-9bda-2610f530ee7d,davidcaldwell_7345,2025-09-01,18229,True,Fighting;Sports;RPG;Platformer
7191c8d7-2732-4210-a4be-d23f48f774ab,stevenscott_5800,2024-11-02,26761,False,Adventure
a0b79818-2068-4880-a761-182c67659faa,catherinestuart_5503,2023-10-03,26977,False,Fighting;Racing;Simulation
7ab6be09-ff02-4895-add4-95e0f45ec709,tamirodriguez_701,2023-05-18,29807,True,Puzzle;RPG;Racing
c55835d1-ba63-407a-b509-a63815bf8129,barbara66_8531,2024-02-11,75,False,Racing;Action;Strategy;Simulation
9ea2959b-7778-457e-b629-687242d33cd8,vargasmaria_6027,2024-04-20,40804,False,Action;Strategy;Shooter;Simulation
2415ee49-fbf0-4da1-b3f0-332f42e9f8e6,terrykevin_2246,2026-03-06,18876,False,RPG;Action;Horror;Strategy
a7d8ee71-8d4e-4dc8-b834-5a8972da82c7,hoganashlee_2694,2023-06-11,20365,False,RPG;Strategy;Platformer;Sports
8ce15ca2-912d-4311-8e1c-93a6cd22d596,amanda51_2024,2025-06-02,42448,False,Platformer;Shooter;Simulation;Fighting
8401690b-8ecb-41fd-a2ca-e4eda719da6f,alexander67_6907,2023-09-19,31621,False,Sports;Simulation
b53e36b3-d28f-4824-af12-1f6d2a5c1d69,oyu_2469,2025-03-23,25138,True,RPG;Shooter
cd704c14-7b74-45b0-acfd-009765b7de90,ryangross_6898,2026-01-13,22274,False,Action;Shooter;Fighting
6135871e-36d7-4efb-a7da-54318f6ee30b,christina87_9716,2025-03-31,38005,False,Adventure;Sports;Simulation;Fighting
3732f8ff-fcd0-4e16-bfb5-0d4e9885167d,lpetersen_5754,2024-05-29,21786,False,Sports;Puzzle;Strategy;Horror
cdcfd72a-b404-4cf4-8ae3-4f6a813e31cc,melissa14_9468,2025-03-09,25098,False,Action;Puzzle;Sports;Racing
54a0c09e-38be-4c01-a1f7-5a00c2961f06,karenhudson_6425,2026-02-09,43495,False,Sports;Action
279f7b45-735f-48de-b68c-fc8afd9b195d,frogers_2168,2024-08-25,32918,False,RPG;Sports;Platformer
c3285de9-bb35-4786-99e1-5277211aad4b,tonykelly_8717,2024-05-14,29945,True,Racing;Fighting
05e03430-e72a-4c39-a476-a6b171d73ff2,joshua94_2629,2025-08-19,4903,False,Puzzle;Horror;Racing
25d7e148-4730-4553-b3ec-09d80fe6ea49,blackjames_1415,2024-04-17,21532,False,Puzzle;Fighting;Sports;Simulation
c48ba1f2-c1cb-40df-8373-1b7317d147d4,wfreeman_688,2024-04-16,40465,True,Strategy;RPG;Racing
5d4c588a-e7fb-4d95-98ef-07f1ae90452d,fbrewer_1712,2025-03-05,49831,False,Sports
8d24eb1c-3862-47e6-aa2d-1b0d29cac836,davisjeffrey_2825,2026-03-18,45482,False,Action
00797930-1dfb-4024-af93-7661e9ce14aa,kevinperkins_5414,2025-04-13,3677,False,Racing;Adventure;Strategy
1e2ee372-d407-4f79-a039-9a8dae062d09,ronald85_8802,2024-10-06,27004,False,Adventure;Platformer
57ea5a64-5f97-4c74-9ec7-882be33dd61d,qnelson_1393,2024-04-01,39943,False,Sports;Horror
5a7b42a6-4a2f-47f8-8be8-8fc52332aebd,griffithleslie_2444,2025-07-19,15216,False,Sports;Shooter;Action
57771b8d-ea59-4ae5-a389-eb2f54c96d4d,jamesrodgers_7722,2024-06-11,18850,False,RPG;Sports
15173cad-9ef6-461e-877c-fbbd4ef1fe35,tina34_5761,2024-03-27,38507,False,Platformer;Shooter;Sports;Fighting
037d78d6-a36e-4b0e-8301-3804323b8dbf,harry08_3363,2023-10-22,25211,False,Strategy
8d63aa48-d3f4-44c5-94fe-b21966c5f0a6,brandon08_6348,2024-07-05,37481,False,Platformer;Shooter;Action
8be8bb4c-0ebc-4c8b-a5ef-b000bc792c8b,danamullins_6584,2023-09-15,17988,True,Horror
223a0531-a595-41dd-86c6-78539da3d9e8,andrewstaylor_8238,2025-02-21,18756,False,Horror;Puzzle
c08330fc-55cf-46c6-a7da-8ad6973b13d9,jack04_3688,2025-04-20,41721,True,Fighting;Platformer;Adventure
a42e7b98-fa44-402d-89f0-c76bf731e11c,shortrichard_1691,2023-08-02,41121,False,Sports;Action;Horror
3e47aaca-5954-497b-bc5d-820c0707baf1,hernandezlisa_6077,2024-07-23,47995,True,Puzzle;Racing;Adventure
9c8016f4-2106-4e84-bb51-991270f41c36,mcknightdavid_3389,2025-01-14,8661,False,Simulation;Platformer;Shooter
bb093c28-3476-41af-b3e0-c54c92f59c82,kimberlyjames_2795,2025-02-24,16840,False,Shooter;Puzzle;RPG;Sports
2fad9b4d-7e26-48b8-aef1-fda95a2aaf24,michelle64_1333,2025-09-08,9224,False,Fighting;Platformer
bf0b1ceb-9961-47d6-a5ca-0916138f5334,lynchjody_6611,2024-02-25,36524,False,Action;Shooter;Simulation;RPG
9947ed45-bf37-4a62-adb6-d21c6396d3de,josephmiller_7551,2024-04-15,24155,False,Horror;Racing;Puzzle
48ac1ab8-0d98-48e3-b8a9-7e35307035a4,andreamoore_1875,2025-01-02,44226,False,Horror
3c1430de-1ab0-42be-8909-d43974648d9e,enorris_9298,2024-07-04,21496,False,Fighting;RPG
5d10d167-8b3a-4219-a0bd-42ff1ec05800,halljasmine_7706,2026-04-05,45945,False,RPG;Adventure;Action;Horror
7e06f9f3-5f7d-4ccc-9733-b022547d8855,ojones_5086,2024-05-23,32284,True,Simulation;Adventure
557479d2-111c-4d01-a359-ffdeb83e8c2c,ronaldstephens_6467,2026-01-09,29729,False,Horror;Adventure;Racing;RPG
ea9fb406-ba30-4792-b9d0-b6646dd67e43,rebekahserrano_8117,2023-07-28,40347,False,Action;Puzzle;Strategy
685a8253-39dc-4bb4-b73a-f12deadb0556,martinkyle_7364,2025-09-09,29143,False,RPG;Fighting;Puzzle
24617fed-5334-45b5-a5c8-49ef3b76b012,scott74_9020,2026-03-30,42259,False,Shooter;Strategy;RPG;Sports
cda9416e-6cda-4030-bc3c-eb94e8f06f07,gbender_1601,2025-07-25,43435,False,Action
fd56da67-7a0e-4797-b221-41360de6ce73,mkim_5564,2023-06-09,15962,False,RPG;Simulation
c55c76ed-13d5-438f-9e23-ce9f8b5dd95f,mnavarro_3494,2024-05-01,38429,False,Puzzle;Adventure
4db779c9-51d6-4922-bb4f-2e686a00e107,davissuzanne_9864,2025-09-18,185,False,Adventure;Simulation
55329336-d440-48ca-aba5-3fd760cfcca3,keyemily_4206,2024-05-31,11435,True,Adventure
c779fade-6125-4bf1-b106-66c860af3368,hinesgregory_343,2025-06-23,23477,False,Horror;Puzzle
8175ec27-125b-4c1d-834e-688eb16bb7ed,lmoon_358,2025-10-04,11419,False,Platformer;Racing
e80a65eb-1046-46a3-89a7-850647aa16d1,fwalters_8719,2023-08-28,7448,False,Sports;Puzzle;Simulation;RPG
12935dc1-1ea1-47d0-9ff9-c0876d1e132b,vbailey_7505,2024-08-19,33019,False,Platformer
3f848770-a78e-4910-86f5-19c7d82d847d,hodgemark_8643,2026-03-21,19767,False,Action
ae617add-bf3c-4c9a-b2ba-0585358b61f0,zroberts_7947,2025-08-10,26320,False,Sports
e07ac6b7-3423-40e5-b94c-2e556571e56c,gibsonleonard_7367,2024-08-23,4816,False,Horror;Adventure;RPG
5e9dc6f7-3268-49e9-87b9-52172faa282e,cordovarichard_2167,2025-06-16,18023,False,Racing;Horror;Simulation
94f31d34-8b16-4261-b69a-cf10637c18cd,sandovalamy_4931,2025-01-09,29734,False,RPG;Platformer;Simulation;Strategy
d071c091-358d-48d3-98dc-db17a0a6eb49,lopezmichael_7146,2025-05-22,29593,False,Puzzle;Sports;Racing;Horror
7fc16092-87d2-4cfc-8e4f-bd339f0c6c3e,nwolf_1657,2024-05-27,20483,False,Puzzle;Adventure;Sports
c41516f1-9522-47cb-bff1-c115a7147d92,sarakim_1199,2026-03-28,5978,False,Racing
522e26df-639e-4f68-89b7-0b0bcddf7265,omartinez_1682,2025-11-09,48797,False,Simulation;Action
02e1f597-1b37-46bf-833b-3d3f3f44ed0e,jennifercollins_9708,2023-04-30,36804,False,Racing
30e00d57-1339-4383-bf75-4d39ed46be3f,hdavis_5893,2025-03-25,43603,False,Platformer;Action;Shooter;Horror
2068bcc1-61cf-4428-99f3-4021cc2d1206,hollanderic_5861,2024-07-05,6789,False,Adventure;Fighting
04f80398-69d4-4cde-8100-facc38be42c6,robert77_8000,2024-04-21,14696,False,Simulation;Puzzle;RPG
0a531d58-9cf2-492d-b83d-10490a4edff8,yarnold_4664,2024-01-30,37624,False,Simulation;Horror;Fighting;Platformer
1a03aade-b854-493e-a860-fbefa92c0f99,michellehill_530,2025-01-12,39911,False,Action;Adventure;Shooter
51f3eddc-39fb-4eda-9b1c-c96e52ad2953,sarah84_5162,2023-04-12,22270,False,Adventure;Horror
80d5ea65-ff7f-4e27-9656-5372fc68bdb0,jessica99_6666,2026-01-28,4560,True,RPG
a777489e-cee2-4ac2-bee2-d1033f50aaa0,cgrimes_8791,2025-07-23,14098,False,Puzzle;Adventure;Platformer;Shooter
fa704653-60b1-4224-bed7-db1be680a132,jreed_5414,2025-07-31,37197,False,Adventure
2135fcec-cd06-47d4-bc38-57ca4cade8b9,ugibson_2679,2024-01-27,49442,False,Shooter
d8338b9d-ad66-48b3-aa39-de929afa2a65,ashleyhall_7359,2025-01-06,43380,False,Racing;Shooter;Strategy;Simulation
35c3a685-ac93-4c03-b3d6-53e760886857,floresthomas_1964,2024-11-21,22621,False,Fighting;Platformer;Horror
985fb806-337d-4aa3-8dce-9f906a41d53f,ymcneil_8072,2026-01-15,34533,False,Strategy
7fec781c-6baf-4106-8df3-867b54276c1d,tylerjohnson_6575,2025-05-28,39277,True,Shooter;Strategy
ead4edc8-67b1-46c0-983f-6558e92f0103,molly71_2348,2025-07-04,16745,False,Action
d07b176e-946a-496b-9759-0fbc4add74c7,jsmith_8249,2025-01-04,48956,False,Racing;Simulation
26b2f34f-0f9f-4169-a4ee-5150a576fc65,charlesharrington_3870,2024-05-24,32785,False,RPG;Racing;Action
8cb5b4ed-2201-49da-b939-564a71eb2f29,cindy61_7247,2024-08-31,1228,False,Puzzle
a1eabf85-267c-4538-9fd1-c5d8c8a7157c,ofinley_9533,2025-05-06,28133,False,Shooter;RPG;Racing;Action
3f77a21e-9346-4448-9199-9e1548a74222,williamsonjimmy_5421,2026-03-07,11263,False,Platformer;Puzzle;RPG;Racing
9d6624e4-13da-43de-a0ab-c37aa07fb451,wendy16_1834,2023-09-08,15945,False,Simulation;RPG;Racing;Shooter
34498acc-1df1-4b42-8c81-7122f957e2ac,wallaceheather_5662,2023-05-23,14520,False,RPG;Simulation
c5ec32b7-0578-422d-aa32-88080515885a,nguyenbrian_1968,2024-10-16,34773,False,Puzzle;Fighting;Adventure
2814843f-fa2b-4a46-8b45-af104c44b56e,ryan38_3971,2025-01-08,6737,True,Adventure;Horror
e8af5c14-6edf-4565-899f-f168a67f6b06,georgemiller_2604,2024-11-23,49821,False,Adventure
992d00da-bc2b-46b1-8595-57a4dc53be7a,tyleraguilar_8195,2024-04-03,30405,False,Fighting;Horror;Platformer;Puzzle
25debe99-f9f8-41fb-9702-7d482133b202,dlittle_5279,2024-05-09,9893,False,Sports;Fighting;Shooter;Horror
fb9d6982-e716-47bc-9bff-d9c38b7f93da,nolansteven_9789,2024-06-28,3681,False,Shooter
