user_id,community_id,joinedAt,role,isActive
622638bd-61d5-4a8c-a1e2-62091c4d6cd7,fe2cb95d-5e0b-43dc-89a7-f093484138a4,2025-11-21,member,False
107134fe-6f13-40c9-9197-5f208755c1e3,0524537c-9a19-4eda-978d-b90bc90094a4,2025-05-19,moderator,False
00aefe86-1220-41df-aa8e-4dc74566c508,50edf8ea-f45b-4206-8b62-1d01f6cdc67f,2025-06-02,member,True
3209c5e6-e519-472e-b6b8-b4a88452edbb,a9d868b4-b434-4e6c-90fe-a1365ce5b65d,2025-08-28,admin,True
a6c62905-53b8-403b-b008-e303f988b8b1,87cd43a7-eeec-4ea0-ac72-bee19bbac66e,2024-11-16,member,False
95309017-d921-472c-b28b-2a5c28a3c431,fc3a85d2-42f8-415c-a962-469f05496460,2025-12-09,member,True
94121405-3ffd-417d-aef4-43f3931fb327,b51d4cba-e068-42e2-87e4-5c23f6e2e852,2025-08-11,moderator,True
d779e834-a658-47ca-a633-3389ba729cbd,0524537c-9a19-4eda-978d-b90bc90094a4,2025-12-21,member,True
8c9a28c2-8dd3-401b-ac1a-0d9c16ec7f12,c8c88c21-e201-4cba-84a6-6e3b030d469e,2024-12-06,member,True
7ead9a59-4279-406c-a2df-031332fbf5f8,866e0290-5862-4b05-b675-033ff9ccf0a5,2024-10-31,member,True
d44b8f2b-23cf-47af-96b0-7a159fd9a384,cd24e511-9792-4148-8591-6861e45c4ab2,2025-09-07,member,True
76c5690a-c757-43f0-a21e-ce11d7a27d32,50edf8ea-f45b-4206-8b62-1d01f6cdc67f,2024-07-22,member,True
08c97405-3fd6-464c-a554-41f843d964f7,7f6b25a9-21f0-4719-b079-5f08c2b10ea1,2024-11-16,member,False
c779fade-6125-4bf1-b106-66c860af3368,b617ff47-0b81-47ae-89d1-cb4501ac83b4,2024-12-29,member,True
49b700b0-8800-4c3c-9c18-876da041a75e,b617ff47-0b81-47ae-89d1-cb4501ac83b4,2024-05-23,member,False
7b6a86de-ae53-441b-9770-972b2c9439db,50edf8ea-f45b-4206-8b62-1d01f6cdc67f,2026-03-09,member,True
8edf3bcd-5104-4cfb-82bb-2f7199cec646,f0c0c802-c5cb-41db-aee5-73c6cd0d4f95,2024-11-05,member,True
5593ac5e-c361-47a0-b944-66b1f0ea7d38,1432f0c5-e4e4-41d7-80a9-43c17d1b72f4,2025-10-29,member,True
109d6693-ebaf-48a6-a768-701f5d17d5d5,b91c0e7c-112c-49aa-a463-1413abb0e665,2025-07-30,moderator,False
b46cf1b2-1429-492e-8cc3-a4b4961eec4a,ae248ea7-c44f-40f9-b673-a32d306a45ac,2025-11-08,member,True
9a88fdb3-067e-4fc8-a230-8ce12ee817b8,81001c86-00b2-46b8-9d4f-d64153f71eb5,2025-05-06,member,True
203da427-cb6d-4a0b-9388-99421067ff64,6936c9e7-7c3e-4c3d-ae1b-5ec756bd34c4,2025-05-10,moderator,True
429b6874-0629-46ad-bb41-3c1998c1eaed,b617ff47-0b81-47ae-89d1-cb4501ac83b4,2025-02-15,member,True
d8799526-42c6-4cb6-a721-9ddc9c469b1d,a3de154d-1291-4133-b64c-e30dca5912f7,2024-11-20,member,True
08b71061-d64a-4885-919a-a4df1f57bdc7,9fb805e9-dc77-4c28-9749-baaf8bf5f82f,2026-01-29,member,True
1ad325d0-4139-49bd-a7f2-b26b819d63de,55d33b27-0e71-483b-b756-bc5a57f45d73,2025-01-07,member,True
124b4a44-e8c2-4ece-948a-19f06f1e62ea,344a5c89-b8e5-4a11-8f72-9ea44a5bc20e,2024-09-27,member,True
4fd36d24-66a1-47c8-8d55-7166c7694969,03d749bb-67df-414d-bce6-203714c7ce98,2025-05-02,moderator,True
1d0ff37a-7a85-404b-bd39-3c8d3bddf3f2,50e04823-bc35-419d-ab8b-4b5df23afe0b,2025-03-02,member,True
a17f26d5-45f0-494b-ab05-601e4bfb2f35,83a8fa37-2eec-4ba9-98ac-0361fc8c6235,2025-06-16,member,True
c0cc2ff0-86d4-422d-abd8-336816e4ad00,50e04823-bc35-419d-ab8b-4b5df23afe0b,2025-11-09,admin,True
12a83f52-eb0c-4d7c-898b-9be3ca935205,a9d868b4-b434-4e6c-90fe-a1365ce5b65d,2024-11-21,admin,True
6f5b83f2-fd62-4e42-a41e-5a705babc08a,cd24e511-9792-4148-8591-6861e45c4ab2,2024-12-09,member,True
206058e0-b2e3-4bfc-a51d-ada59dca03f5,b617ff47-0b81-47ae-89d1-cb4501ac83b4,2024-06-29,member,True
f11e18ed-6ae2-459f-a9f0-d8a03175dd98,f0c0c802-c5cb-41db-aee5-73c6cd0d4f95,2024-08-19,member,True
72cc5284-4329-4123-9a43-97d24a77c5a9,8567796e-9974-4c32-8a4e-4f42b215ff6d,2025-02-25,member,True
91d1329f-66f0-40ee-9a40-31be16f34792,87a9bcb3-ce98-4c13-aba8-2b6fe6e37e9f,2024-12-20,member,True
94ad26e0-27bf-451f-b7ac-1da48b90d8b4,b617ff47-0b81-47ae-89d1-cb4501ac83b4,2026-02-23,member,True
d96620d6-11f0-447f-9487-3342017719fe,6214b7a2-5e83-4b0f-a869-2455296a5d0b,2024-08-23,member,True
711bc8d8-f860-478f-9377-6d983802c7d6,5de6378c-8ca2-4181-9786-e9eb326b4eee,2025-04-26,member,True
16115e18-4ec0-4110-8643-2fac4f0f82aa,6c5a2368-d80c-4878-b1f8-b72a69aabce1,2026-03-01,member,True
a1f1dd28-ce1e-4d18-9662-bd5082dba9d0,141fee2f-4f4e-4ca7-b421-afdf82f3a554,2025-02-24,member,True
13bb2247-2a3c-423b-94bc-def98282345d,b617ff47-0b81-47ae-89d1-cb4501ac83b4,2025-03-01,member,True
60b274bb-bbc1-4b7f-ba73-601d2a590fae,150c7341-bb41-4e69-9ee8-50a85fb6da70,2025-03-19,member,True
5a7b42a6-4a2f-47f8-8be8-8fc52332aebd,47adf244-872d-4069-8f9a-c2d08d67c2c5,2026-04-08,moderator,True
294547f0-e8af-4409-b5b8-7b12b6bd3c78,ebf98388-4689-4436-b618-98f429886065,2024-10-09,moderator,True
10e3f57e-ed5c-4db1-8e3b-e258ced97ef4,ad74d708-e325-4e84-9e0b-c37415d3a915,2024-07-01,member,True
2613ba81-f15d-4543-b1c2-98181ef68658,c49f90ca-2276-44a6-80dc-9152afbb6e77,2024-12-30,member,True
b3bcb996-6a36-4bb9-a44e-08d3d52a81b3,a3db1272-2926-4f48-8f79-31e19f1092a3,2025-01-19,member,True
8ba00581-47e8-41d5-bae3-69e3680c85ba,8567796e-9974-4c32-8a4e-4f42b215ff6d,2024-08-19,member,True
da8f979c-ae6e-409a-af1a-fc980da4f8a4,f0c0c802-c5cb-41db-aee5-73c6cd0d4f95,2024-12-09,member,True
c2af3dc9-1b79-404e-9b77-28318cfea493,e2ff2df0-ca6a-4a83-8b5d-c78c3413a97a,2026-01-18,member,True
5d91af29-9359-4c10-9e11-da50312b95e1,ad74d708-e325-4e84-9e0b-c37415d3a915,2024-11-03,member,True
5b3d4ecf-3f1c-4e44-b7e8-16af1f0d0913,9fb805e9-dc77-4c28-9749-baaf8bf5f82f,2024-06-18,member,True
5327e3a4-0f86-4e7c-947f-b9320ada7e9d,bc28d7d5-ce30-4884-a22a-32b5eb2d3474,2025-09-29,member,True
2f8d0e12-f34e-4475-80c1-2cda16024cab,bb0ad5da-fc4c-4d78-9d3f-6e32e6c9a33b,2025-04-05,member,True
206058e0-b2e3-4bfc-a51d-ada59dca03f5,eeddac3c-8555-423a-8f57-962e902d7058,2026-01-12,member,True
60edfc48-3cfa-43d9-a1f4-f8da06ac46a9,5c84755d-3700-4c74-874c-52bf7d624e3d,2025-05-31,member,True
60450c0c-b517-4b05-8e9c-e7dbb78871a7,38016271-28f1-4e79-aa48-796ea6df5e40,2024-09-20,member,True
557479d2-111c-4d01-a359-ffdeb83e8c2c,55d33b27-0e71-483b-b756-bc5a57f45d73,2026-03-15,member,True
36b7b30c-4c54-4963-9932-db545ccb1c3e,50edf8ea-f45b-4206-8b62-1d01f6cdc67f,2024-08-27,member,True
8ef0f2d4-4869-46c9-9428-bdedba82e7bd,598a70b4-efbe-4db6-9d9e-4ac86c8608b5,2024-06-15,admin,True
989c1aa9-8977-4488-a19c-fb54064f93fa,cddc8f5d-0936-4c44-81ce-af3656c40efb,2024-06-08,admin,True
b7e2685c-f879-4de0-a230-e49a9b731de2,150c7341-bb41-4e69-9ee8-50a85fb6da70,2024-08-03,moderator,True
b295840a-086d-4a0c-b459-747aa3e66d26,b51d4cba-e068-42e2-87e4-5c23f6e2e852,2025-01-28,moderator,True
a5023c69-8ace-4617-bebe-f243f1e768d5,4abc194e-cbbe-4cdf-ad81-e897343784c1,2025-05-31,member,True
522e26df-639e-4f68-89b7-0b0bcddf7265,7f6b25a9-21f0-4719-b079-5f08c2b10ea1,2024-07-01,moderator,True
050a357b-1b21-4412-a082-461fb9eab57f,01608fe5-02a0-4a37-b395-51d252d3d8bd,2025-06-11,moderator,True
8e1629ec-104d-4042-969c-284536a3cbab,cddc8f5d-0936-4c44-81ce-af3656c40efb,2025-02-22,member,False
8a0ea339-eb04-49a4-b2b2-b67c0aa745f7,01608fe5-02a0-4a37-b395-51d252d3d8bd,2025-05-14,member,True
9a092c15-0b18-45c2-8d10-38a06b34004c,47adf244-872d-4069-8f9a-c2d08d67c2c5,2025-01-20,moderator,True
d4fabbe8-fde5-40fc-b3b1-0539763fd3cf,de515f71-6b59-4fc9-a0c9-538435166094,2024-04-26,member,True
cd704c14-7b74-45b0-acfd-009765b7de90,b51d4cba-e068-42e2-87e4-5c23f6e2e852,2026-01-26,member,True
685a8253-39dc-4bb4-b73a-f12deadb0556,ede1dd5e-aacc-4f8c-87b2-8ca8ad0f1a1c,2025-02-05,moderator,True
06ef8121-7309-404b-b701-09562e46c501,2f5c7dd5-a0f9-4e22-b79c-bd3a02900841,2024-09-21,member,True
b3dfa384-eb5c-47f5-b525-2a27617361a6,ebf98388-4689-4436-b618-98f429886065,2024-11-25,member,True
1c206618-2d6c-4ed6-91c9-0d2556566a8e,3b75dad2-2f6c-43f2-b1a2-8f6ae5bd88af,2024-12-17,member,True
3b2ee2e9-4432-4926-a094-34d04894381b,c49f90ca-2276-44a6-80dc-9152afbb6e77,2025-05-22,member,True
a5d80bcb-9169-4a9f-8e9a-32ee4dba4623,ede1dd5e-aacc-4f8c-87b2-8ca8ad0f1a1c,2025-09-14,admin,True
f80938b9-196a-4220-9668-8f09f38a4626,1d90a469-adc9-42e4-8f93-fe11334bf80a,2024-12-28,admin,True
ac996512-eb16-4ac1-8933-6604307d40d8,7210af4f-25c4-4bf6-a81c-79e5cfbcbc85,2025-02-25,member,True
555235eb-74af-42b1-a63a-620003537e08,f896eeb6-57fe-40aa-b017-9e4e1800aacc,2025-11-08,admin,True
fd34c4a1-0693-429e-ae67-de42380c7878,80e2ca48-3ddc-4cbb-905e-2eac5009089c,2025-09-24,member,True
2135fcec-cd06-47d4-bc38-57ca4cade8b9,a9d868b4-b434-4e6c-90fe-a1365ce5b65d,2025-07-10,admin,True
2efe3777-0926-4406-9753-a45f5305fb25,598a70b4-efbe-4db6-9d9e-4ac86c8608b5,2025-04-24,member,True
ccf44293-e3e8-440a-aacd-4cbd64fb9973,cac6c97e-45ab-4fe2-98cc-e0a2ceff6e76,2026-03-22,member,True
0ae8a1b9-45fb-49a6-bdc3-83e0bcea896f,50edf8ea-f45b-4206-8b62-1d01f6cdc67f,2025-04-19,member,True
cb8d9b19-5016-4c8b-82b4-30b2f6e1d547,f0c0c802-c5cb-41db-aee5-73c6cd0d4f95,2024-05-27,member,True
0a16fa05-5e62-4bcc-ab0f-94e6a997cc79,4a0c2bb2-fe1f-4ad5-a224-7bc467dd1f1f,2024-04-09,member,True
4444ee15-a816-4235-ab76-eab8ff0f21d3,dc3c034a-0d0b-4faa-bba9-28de1098a0e8,2024-11-18,member,True
3bd818c5-0ea9-4fe3-bc67-37aee8f37a50,ede1dd5e-aacc-4f8c-87b2-8ca8ad0f1a1c,2025-01-18,member,True
e6261ca8-3e4b-4101-915c-e00b4ab574c0,6efa30a6-92d2-4a15-a039-8d4de3920041,2025-08-28,moderator,True
4a6a36d1-c638-4ebf-9d08-ae77e4ce9da2,2f5c7dd5-a0f9-4e22-b79c-bd3a02900841,2025-01-25,member,True
70f02aba-02bf-47cf-a15a-282cf7f8feea,598a70b4-efbe-4db6-9d9e-4ac86c8608b5,2025-05-05,member,True
22efb7eb-fcc4-47c9-8f20-7673637d5348,4f93f557-a905-4796-9fcc-c72f43a1644a,2026-01-18,member,True
629c7422-828d-4187-9892-b6e72085165e,5de6378c-8ca2-4181-9786-e9eb326b4eee,2025-11-10,moderator,True
f5797680-56f3-4128-bbef-a579347687ea,eeddac3c-8555-423a-8f57-962e902d7058,2026-02-22,moderator,True
280aa5aa-01d1-49fe-9944-ace20e9e69e0,ae248ea7-c44f-40f9-b673-a32d306a45ac,2025-06-12,moderator,True
3e47aaca-5954-497b-bc5d-820c0707baf1,a9d868b4-b434-4e6c-90fe-a1365ce5b65d,2024-08-28,moderator,True
76057274-e86d-4c0c-8282-904f159e6a2c,c8ee5035-b81c-454a-8204-412d5f900ff3,2025-03-11,moderator,True
b62c016b-3e05-40ce-97c7-7d915ceb8d34,cddc8f5d-0936-4c44-81ce-af3656c40efb,2026-03-21,member,False
6e2b2762-ddae-400b-bb40-c7c83c890d49,03d749bb-67df-414d-bce6-203714c7ce98,2025-10-02,member,True
017d1af0-b131-42c7-880d-43439e556ed4,80e2ca48-3ddc-4cbb-905e-2eac5009089c,2024-10-08,moderator,True
135ec603-4157-43be-aaf6-a223dd076e6c,147bf2de-0392-4856-9e94-be17d0c1945b,2024-11-29,member,True
93610baf-dfb0-4f1f-85f1-dee1420614ed,c8a03ec4-318b-4f26-87fc-cb3421b830a7,2024-08-23,member,True
381b282f-bb2f-4995-982a-95f11d2a6b30,80e2ca48-3ddc-4cbb-905e-2eac5009089c,2026-01-02,moderator,True
66c5885d-b009-42f0-898c-dfa105a83cab,8404dda1-8457-4f9a-b916-12010309f9bc,2024-11-30,member,True
8f874d75-1949-4d79-93d1-f366642191cf,b55b45bb-0eaa-4e34-9697-7b8441170a44,2024-08-27,member,False
dc9da585-f8f0-4429-8032-a95b8241bba7,f0c0c802-c5cb-41db-aee5-73c6cd0d4f95,2024-09-15,member,True
aedff331-579b-4a01-95b9-63373704d658,4abc194e-cbbe-4cdf-ad81-e897343784c1,2025-01-12,member,True
6304312c-d6f1-4591-894e-a52bae5eb671,0524537c-9a19-4eda-978d-b90bc90094a4,2025-07-30,moderator,True
35145097-5843-4d23-bd0b-c7c1acbf2bb0,5de6378c-8ca2-4181-9786-e9eb326b4eee,2024-08-29,member,True
4f5f316e-b45b-4b09-80d1-0dce2212391e,f0c0c802-c5cb-41db-aee5-73c6cd0d4f95,2025-05-25,member,True
36903cf5-a8f8-4d6d-a966-b7dab278b74f,e2ff2df0-ca6a-4a83-8b5d-c78c3413a97a,2026-02-16,member,True
7db078dc-9905-4e4e-849c-796e37551636,8567796e-9974-4c32-8a4e-4f42b215ff6d,2025-05-16,member,True
a67cd16a-987d-405a-84d0-663860e2c425,59af661b-b723-443d-b730-ca2f2b5a3bbf,2025-08-17,member,True
a13f8614-6925-4d36-b2bc-b2e958da0d8c,8f24c2ef-85a1-4291-a739-74e0af0f43bc,2025-04-11,member,False
6602ae92-e795-459f-9265-fd7c43f6867d,cd248fed-8d2e-43a0-af2e-4cb64cc3c6a3,2024-04-16,member,True
52877ce3-c976-4070-91c2-540d24c304cd,a3de154d-1291-4133-b64c-e30dca5912f7,2026-03-16,member,True
cf99cb75-20f7-44bc-90c4-1aa04cebb2d5,fe2cb95d-5e0b-43dc-89a7-f093484138a4,2024-04-20,member,True
d33de53b-0f68-4ccc-99b5-112491cfa8b5,b55b45bb-0eaa-4e34-9697-7b8441170a44,2024-12-21,member,True
f9a37e90-d8da-454a-9005-f7182085cf58,c8ee5035-b81c-454a-8204-412d5f900ff3,2024-07-22,member,True
947d2b44-2566-42cf-8810-b974f630bbd6,ae248ea7-c44f-40f9-b673-a32d306a45ac,2025-01-04,member,True
714ed450-b767-4b9e-aef6-0f8e79afb555,80e2ca48-3ddc-4cbb-905e-2eac5009089c,2024-06-10,member,True
6e45d58a-96e4-4bb9-b55a-7d3df65726d6,0524537c-9a19-4eda-978d-b90bc90094a4,2025-12-17,member,True
4ede225f-88f5-4e3b-afa6-2076eac221ab,2459bed9-9d3d-4ca6-9d5e-d51f1e876400,2024-09-17,member,True
4f14ab07-ae71-4000-ac35-05bdd22d811f,a3de154d-1291-4133-b64c-e30dca5912f7,2025-02-08,member,True
2a001172-b9ee-49b6-bff5-0a8ae9916213,cddc8f5d-0936-4c44-81ce-af3656c40efb,2024-08-27,member,True
e598aa03-cdf0-4048-b6e1-4deee03d0f44,7210af4f-25c4-4bf6-a81c-79e5cfbcbc85,2025-04-12,member,True
adb2035d-a118-4089-ba87-75e386760392,3d8430a5-8d00-4e44-976c-656bf61f3c9f,2026-03-24,member,True
ed74fbd5-29f3-4668-bd24-e9b948217507,a3db1272-2926-4f48-8f79-31e19f1092a3,2026-01-30,member,True
0b8f8478-264c-445a-a949-6fb2edce5fe9,df086448-114c-4dc2-b593-fec47a175c9d,2024-08-22,member,True
c9fc80b3-dfe4-45f7-a631-beda3cbf44d5,6c5a2368-d80c-4878-b1f8-b72a69aabce1,2024-12-18,member,True
005191c3-80e2-412a-8dc8-594d5d417626,83a8fa37-2eec-4ba9-98ac-0361fc8c6235,2025-05-27,member,True
616d5e6b-78db-4147-9c06-5b9272f44d6f,ab01e523-3cd2-4d76-ab9c-2157dc295b21,2026-02-14,member,True
03b4f339-60a8-420e-b850-4d116f0e2d60,eeddac3c-8555-423a-8f57-962e902d7058,2025-02-15,moderator,True
ec7a0517-dce9-405f-982c-2b889faa025c,8f24c2ef-85a1-4291-a739-74e0af0f43bc,2024-07-08,member,True
5c561fa0-aa3c-4902-9fbe-738baac7f6e2,6214b7a2-5e83-4b0f-a869-2455296a5d0b,2025-05-06,admin,True
05e03430-e72a-4c39-a476-a6b171d73ff2,50e04823-bc35-419d-ab8b-4b5df23afe0b,2024-08-28,member,True
e598aa03-cdf0-4048-b6e1-4deee03d0f44,12afec03-b1bb-4f57-94c7-7d2da1d916d3,2024-06-23,moderator,True
d14168b4-d689-462a-9906-33056099aa46,9fb805e9-dc77-4c28-9749-baaf8bf5f82f,2024-05-28,member,True
a1623c58-d20f-42be-b544-f5706537570a,bb0ad5da-fc4c-4d78-9d3f-6e32e6c9a33b,2025-08-08,moderator,False
3f848770-a78e-4910-86f5-19c7d82d847d,ebf98388-4689-4436-b618-98f429886065,2024-10-24,admin,True
f0530f6a-9f33-430d-a94f-fdfe80569e5e,bb0ad5da-fc4c-4d78-9d3f-6e32e6c9a33b,2024-04-16,member,True
5115ddd9-40ef-4060-badf-4fa988d6c2d0,2c0f1180-fb43-4f0c-b82b-55930a63e619,2025-10-10,member,True
6834ec60-5ffd-4053-9abc-c5282284c07a,12afec03-b1bb-4f57-94c7-7d2da1d916d3,2025-06-08,member,True
9e0328dc-c16c-4b97-ad52-f8db742c2354,1432f0c5-e4e4-41d7-80a9-43c17d1b72f4,2024-11-06,moderator,True
ebb31d53-6c74-4021-b1f2-24de4ff9539e,4abc194e-cbbe-4cdf-ad81-e897343784c1,2025-10-24,member,True
8cc9fd0e-163c-4164-b575-29edf67861b2,9fb805e9-dc77-4c28-9749-baaf8bf5f82f,2025-05-02,moderator,True
af919142-0b9c-427e-9070-a9c6b968ded4,b1e16341-e46f-449e-887f-291a979bf815,2025-04-05,member,True
4486981d-7b77-434e-b6e2-b683a177cf6a,0524537c-9a19-4eda-978d-b90bc90094a4,2024-10-25,member,True
c3c30390-f3ce-4fa3-8f9c-bb25f15dc3dd,7210af4f-25c4-4bf6-a81c-79e5cfbcbc85,2024-08-06,member,True
75a0d15e-278b-4588-aa88-a493b4bfe7fe,83a8fa37-2eec-4ba9-98ac-0361fc8c6235,2025-02-22,member,True
4d2ab13b-6626-44f3-86ca-5b3cc6002690,38016271-28f1-4e79-aa48-796ea6df5e40,2024-07-05,moderator,True
fc165a90-ae9b-4b13-b60f-d4d64b742540,47adf244-872d-4069-8f9a-c2d08d67c2c5,2025-01-02,member,True
bb80eeea-b8b2-475e-95a2-3bfed65bc072,03d749bb-67df-414d-bce6-203714c7ce98,2025-08-11,member,True
f7ea4747-4948-4438-872f-c9e124d166de,03d749bb-67df-414d-bce6-203714c7ce98,2025-12-07,admin,False
3ea53804-adc1-4a08-a680-a0f42cfa1559,a5ea9cca-4ab1-44ac-8a5b-ac6c776f831b,2024-12-06,member,True
8d24eb1c-3862-47e6-aa2d-1b0d29cac836,2f5c7dd5-a0f9-4e22-b79c-bd3a02900841,2025-04-06,moderator,True
7de0855a-a664-4a66-8676-8de4e1eab211,d32968bc-dee5-45a6-8f43-2aa9aaffcb55,2024-07-07,member,True
30ccaba2-5e4d-4e02-b905-2c56067e9a5e,9240cf1c-dc9b-4447-8b44-ecabcd487e69,2025-12-21,member,True
ed74fbd5-29f3-4668-bd24-e9b948217507,42b7e335-49b1-44c2-b2a5-d7db085784e8,2024-08-18,member,True
f2857879-ce91-42ef-888e-d2d9f0188395,ab01e523-3cd2-4d76-ab9c-2157dc295b21,2024-05-31,member,True
a2e34b40-fa3b-497d-b4bb-1d14a7c09168,c49f90ca-2276-44a6-80dc-9152afbb6e77,2025-11-25,member,False
5abaca62-987d-47c5-9faa-7ac8b33b3163,141fee2f-4f4e-4ca7-b421-afdf82f3a554,2025-10-26,member,False
1e9f311e-8696-4179-9309-05c3fa933730,15319ebe-6b23-40d8-8692-814c1ceccc3c,2025-01-24,member,True
883301bf-4b04-42f2-bf00-bc14a66949a9,344a5c89-b8e5-4a11-8f72-9ea44a5bc20e,2026-04-07,member,True
d15c99dd-a150-4719-87a6-391bfb11ebd3,2f5c7dd5-a0f9-4e22-b79c-bd3a02900841,2024-07-14,member,True
0baa6f8e-d21b-41b5-bef7-5dbdc5fe3bf3,b51d4cba-e068-42e2-87e4-5c23f6e2e852,2025-04-09,member,True
75917ebb-b154-4c70-aea7-7cbe6a43247e,09f29c3c-2bb3-489d-b907-72fd61b408c5,2025-01-23,member,True
bb573af3-7281-4b06-ad24-90db9d2d4131,7f6b25a9-21f0-4719-b079-5f08c2b10ea1,2025-03-27,member,False
1dc5c698-bee5-47e0-a304-960555bc37e1,ae248ea7-c44f-40f9-b673-a32d306a45ac,2025-08-10,member,True
4f14ab07-ae71-4000-ac35-05bdd22d811f,0524537c-9a19-4eda-978d-b90bc90094a4,2024-09-03,member,True
a1eabf85-267c-4538-9fd1-c5d8c8a7157c,f06d9b12-4939-442a-9547-23fbbb34e2f0,2024-10-12,member,True
bcb39d3e-01a7-4888-ae43-b47f09e019ac,a9d868b4-b434-4e6c-90fe-a1365ce5b65d,2026-03-09,member,False
f89cae2e-1548-4953-a54a-2005742d2fd7,a9d868b4-b434-4e6c-90fe-a1365ce5b65d,2025-10-10,member,True
cf5f5edd-8ff3-476c-8169-f7319b4b806d,cac6c97e-45ab-4fe2-98cc-e0a2ceff6e76,2024-08-28,moderator,False
81e730d2-95bd-418b-92c8-6b1694f272a0,dc3c034a-0d0b-4faa-bba9-28de1098a0e8,2024-05-03,member,True
3780cab0-beff-4e45-90c2-cc8cacb03197,598a70b4-efbe-4db6-9d9e-4ac86c8608b5,2024-04-27,member,True
4061db41-94d5-415b-ba8c-33b09185daa7,81001c86-00b2-46b8-9d4f-d64153f71eb5,2025-02-28,member,True
66cd4192-cd7b-4aed-a1e0-2ebbd6bd140c,a1e9a5d4-5ccf-4dd0-bd63-e0c8c8124896,2024-06-20,member,True
70bc505d-9506-4d58-9e30-6d51900f7cb9,a9d868b4-b434-4e6c-90fe-a1365ce5b65d,2024-07-04,member,True
45d471e0-47e1-476d-ad99-aef011b5a9c6,2c0f1180-fb43-4f0c-b82b-55930a63e619,2026-02-09,member,True
3d645280-8230-4a62-adf9-5a3ad6d85667,00c7b977-0661-493f-b641-4d4496133330,2025-08-22,member,True
5e9dc6f7-3268-49e9-87b9-52172faa282e,dc8b229b-d777-496e-b56d-9b86d5dcf49f,2025-09-14,member,True
bcb39d3e-01a7-4888-ae43-b47f09e019ac,80106646-43b6-4b95-91d0-f5e9fec422ce,2025-07-27,member,True
af043bb3-d87e-4b94-bac5-b5309e3f995a,cac6c97e-45ab-4fe2-98cc-e0a2ceff6e76,2025-12-11,admin,True
9cb679b3-5592-49ff-9e93-807eb8347993,50e04823-bc35-419d-ab8b-4b5df23afe0b,2024-09-28,member,True
921de474-566d-4bbb-bb5d-fc8f00f066f8,9240cf1c-dc9b-4447-8b44-ecabcd487e69,2025-03-11,member,True
f2857879-ce91-42ef-888e-d2d9f0188395,ade1bbea-cc29-4372-ae30-2f39c86c3698,2025-06-12,member,True
dff3af00-2036-4425-890c-3ad464166096,bb0ad5da-fc4c-4d78-9d3f-6e32e6c9a33b,2025-07-25,member,True
2fad9b4d-7e26-48b8-aef1-fda95a2aaf24,38016271-28f1-4e79-aa48-796ea6df5e40,2025-01-01,member,True
3b77853c-d041-477e-9ae7-bed6f0aa8a2b,a1e9a5d4-5ccf-4dd0-bd63-e0c8c8124896,2026-04-03,member,True
f36295a9-b154-497a-a0ad-616a404c54e4,7210af4f-25c4-4bf6-a81c-79e5cfbcbc85,2024-08-06,admin,True
d2cd2172-0bc4-4658-ad75-dd7482ab98ac,9240cf1c-dc9b-4447-8b44-ecabcd487e69,2025-07-28,member,True
