post_id,game_id,relevanceScore,containsSpoiler,taggedAt
a504def0-10d3-41a4-a6c0-2591cd3adc5d,18080,0.83,True,2026-03-27
cb958363-dbba-4415-afc6-ffd87e6ec77b,28199,0.13,False,2025-09-14
f57e7520-17fc-4ddf-9bf4-2030e56c80c6,327999,0.1,True,2026-02-25
9fd12066-50b8-48a2-aa72-699582e37ef9,50734,0.41,True,2025-06-05
23b91238-8c35-4c68-a373-e261cd20cd68,13305,0.69,False,2025-10-18
4b2a36ef-a9e9-4d5a-b854-71e5bd510097,28179,0.19,False,2026-03-08
99631ce3-9bca-4026-abf9-e9c793b854ad,42215,0.58,False,2025-09-01
aad08a71-ce9b-4d51-a64c-c936070ec6cd,15317,0.35,False,2025-08-27
68596245-e417-4099-bde8-96f05c76fb6f,39,0.86,False,2026-02-23
c1735524-af7b-4e91-8e53-f9c4c578d7f4,6773,0.8,False,2025-08-02
4fa2efeb-e0a1-4183-9af1-dc7172d6cf9a,28623,0.98,False,2026-01-11
6cb89c78-1beb-485f-9268-eca45a037745,752,0.92,False,2026-01-16
77562c01-fd95-427f-90d7-9938d442f3a7,616765,0.75,True,2026-02-26
22cfcb12-c3f0-4796-83df-c4babc378400,3931,0.23,False,2026-03-02
9b88cac6-494b-432a-abf6-2d4f2f6e0c8e,12019,0.75,False,2025-07-02
6f8b8a6a-c4d9-4203-bc91-d25df4ed47a5,5687,0.68,False,2025-05-18
0bbc753b-ea36-49b3-ac9b-f03de1996319,28395,0.27,False,2025-04-29
3777ec99-0bbe-4ea8-9d02-46f4e669fe31,42215,0.37,False,2025-04-25
a1b605ae-46aa-40a8-ada2-052713f09b49,752,0.19,False,2025-06-15
6eeeba88-5ad2-408a-b963-b18fc81274b4,19196,0.76,False,2025-07-29
fac7820f-28dc-4b7e-b9b6-a298ebc7c7de,258322,0.52,True,2025-10-24
ac3a7829-27a1-456c-b637-4e51e7f3940d,4439,0.61,False,2025-10-31
9f96bdba-7770-4d3d-ba56-d49e1274c8ef,2361,0.6,False,2025-08-28
8a0d77c8-8fd7-4683-bf83-49a7f8aff7a6,5563,0.21,False,2026-03-15
54bf91b0-6342-4b44-a6a9-d951af7e3833,4427,0.22,False,2025-09-19
ac959ffd-4f72-4608-875e-651091854c6a,4000,0.46,False,2026-01-30
9f69414f-589a-4b84-ac9a-9d363e9992b4,452634,0.44,False,2025-12-07
05f3c15b-87f9-47ae-9215-4c05e690cdc9,4388,0.99,False,2025-07-24
1a8e6796-2ba2-4948-9854-8d38cda474d8,29171,0.35,False,2025-05-28
69abc3ed-7aa7-4558-be2a-aac1827ff9eb,58753,0.54,False,2025-11-17
0f2a4d2c-d219-4198-af1d-aa76fc300c85,1959,0.32,False,2025-07-14
c2efd90d-da47-4c2b-8a0f-fe1f872823f4,6773,0.28,True,2025-11-06
11addb6f-96ee-4577-bdea-a6acee32b8f4,442855,0.13,False,2026-02-28
4fb518bd-d892-45ab-add5-4d550f2295b3,19375,0.35,False,2025-12-17
c052cb8c-3bb8-451c-9c08-72586c50c23c,613,0.13,False,2025-09-13
06b2bbc7-87db-4d1a-9fd5-50d5c043df91,19592,0.89,False,2026-02-19
812225d0-aa8c-4878-9daf-1e3ef80abe42,685577,0.4,False,2025-04-28
a246febb-121e-4729-8af0-056d4d8f5787,1789,0.43,False,2025-05-22
5a612bf0-7f9a-45bc-b221-282b77cf1718,14962,0.87,False,2025-08-29
d578259e-385a-474c-8fbe-82d36f038693,3408,0.55,False,2025-12-22
65cc3796-df11-477d-8a52-7d80cd3c0986,4514,0.93,False,2025-11-04
694e1dbf-afeb-4a15-8d07-521080301793,3965,0.73,False,2026-04-02
64b30d7f-7a65-4efe-a968-d8fd571406a5,12019,0.79,True,2026-02-09
81948874-ca95-460f-be76-0c6fe1135bc4,3636,1.0,False,2025-12-27
d270e709-ce74-47f6-bfc1-6526d473eff4,4331,0.4,False,2026-02-05
36143a82-2671-4f93-b2b0-7d74a0292310,12569,0.15,False,2025-08-30
f9c38157-a1fa-4125-a339-697912ba6a68,923,0.1,True,2025-11-09
75cdb82a-e904-4bba-ae7b-6630f47316db,10533,0.67,False,2025-04-20
8fee02cf-ce48-4ffa-8aad-dfa2375b6f02,719,0.96,False,2025-08-05
2488f1cd-8bb1-4942-81bc-253aefa2f8a9,11936,0.15,False,2025-06-06
26e5564b-112f-46d4-8745-ca4b06d55048,45821,0.51,False,2026-03-12
8dcb3d7b-510e-4ddc-81cf-f5bc3167052e,356714,0.11,False,2026-03-02
6cd581cf-009b-4f97-9c51-877909a7fc2f,10243,0.89,False,2026-03-02
76569547-0c4b-46ef-b96e-665d21c69bb9,13079,0.8,False,2025-04-29
e6bc6631-708e-4754-b294-e4c667912a43,22571,0.73,False,2025-10-13
2c104a02-fe57-4039-bc7b-60039100f628,3771,0.87,False,2025-11-19
73c4aff2-ad99-47d7-96c2-c55a74e23114,10615,0.16,False,2025-12-03
c5da4214-1b34-4980-979e-3f794922f08d,17037,0.43,False,2026-02-25
245b4bce-40a3-4ed3-95c9-c8fd0f05d85e,998,0.57,False,2025-06-02
9b8d88a5-c711-4660-96c9-f4663c9e8477,28202,0.22,False,2026-02-17
bafa6f22-922d-46eb-9631-1c3d75b9d41c,4032,0.94,False,2025-09-18
5c929e12-1a01-4082-b59a-b83145f887f5,4440,0.13,True,2025-12-02
45f05030-8425-4613-b257-45f13c001f4d,28153,0.88,False,2025-04-23
ef1d8935-66ba-41a8-880f-31129689e396,8488,0.69,False,2026-02-07
6c95d04a-9a65-486e-a034-e9c506609e6b,20406,0.62,False,2026-01-07
ca819b12-6f61-4ea7-92e2-2c2921a0c930,3842,0.29,False,2026-03-29
93f9c6e4-9c38-477a-a68f-f0a006b15f1e,14334,0.63,False,2026-02-11
095f05ee-18c3-481e-b9e7-326b634ba351,2300,0.5,False,2025-08-23
86f219fe-af2f-478d-860e-57a4ecc8b393,204,0.98,False,2025-08-07
82fecf67-7e1f-447f-b408-93e4adacdbad,10449,0.36,True,2025-11-04
99cbf61f-fcee-4d76-84fb-f3d7de9ee3ef,3747,0.87,False,2025-05-28
ff1283d6-b162-4946-8a67-b2a8d9b98475,14512,0.52,False,2025-12-02
11addb6f-96ee-4577-bdea-a6acee32b8f4,3876,0.69,False,2026-02-28
17ead07b-9328-4154-a56d-ac77daf72e4e,16355,0.85,False,2025-06-10
81573259-a26c-4aaf-b28f-f3cbc739d985,326251,0.48,True,2026-03-13
f62ffe7a-8dbc-43d2-a8aa-4f853e982eaa,5161,0.5,False,2025-09-12
cb7e58b1-88d3-4537-8008-cd0675b139ad,41490,0.36,False,2025-11-23
e5bdce58-374e-48d3-a0d8-2737621ce7e5,952,0.21,True,2026-03-11
b3e76d24-88fd-4763-a8ab-98871732b5c5,3272,0.51,False,2026-03-26
01eb1592-e3fb-4068-a887-b2df81bd3a11,44525,0.19,False,2025-07-04
1ecc4314-f0cd-47b2-b37c-402670507aa1,5528,0.43,False,2025-10-12
188eb376-9226-4156-8042-895b52b91d24,3696,0.24,False,2025-07-25
121e7d58-36ca-4279-a34a-c58e66e5624d,11974,0.32,False,2026-01-15
1724f7e9-3703-45a7-9b3f-771b253d98e5,51325,0.66,False,2026-01-13
7408fbd7-0960-4fe2-afdb-3f6651e21c3f,3687,0.21,False,2025-05-16
f3575e08-79d8-4fd2-87d2-acdac855ce3f,4869,0.49,False,2026-02-26
c8d12691-23eb-4fb4-8c3a-2078e8211fc7,19196,0.89,False,2025-08-23
3d44a921-aa4e-4cc0-a851-3e43b4e9eeac,41490,0.21,False,2025-12-22
cadcdb1f-315e-4db0-a66b-6b75d5d21bde,14962,0.89,False,2026-02-07
024201c2-156e-4ff4-bde1-354b6808137b,3346,0.44,True,2025-05-16
6abcc74f-4842-4e8d-87a2-d72dd89c0fee,1256,0.8,False,2025-08-23
d8418d1f-1ab2-42af-86c9-15945a31b65f,14334,0.56,False,2026-04-08
92895d69-9c22-4ff5-8dd0-69e84295f995,4729,0.92,False,2025-04-21
3d6820b6-666e-4b8c-ad9b-c7d5792e5ebd,4502,0.73,False,2025-10-09
ba276b78-46d8-466b-b85d-e41d43971b22,3687,0.74,False,2025-11-08
32464754-101a-4d65-89c3-0305e7667508,3346,0.43,False,2025-11-19
c7ce3d12-1656-463a-805c-2becc35f2c39,16359,0.16,False,2025-11-28
a7eb5291-81a5-4417-8a7e-efa4367eda33,10449,0.33,False,2026-03-29
e79af8e0-78a8-4c4c-8eb8-4b960ce5635f,17576,0.55,False,2025-06-21
358aefa9-f87c-47ab-95df-0bc1757c04e7,362,0.7,False,2025-04-12
11eba7b9-7099-4e59-bd20-d9828e7c44d0,397477,0.43,False,2025-10-23
26725ded-4778-4797-8e60-0ac944adb45e,2819,0.16,False,2026-03-05
15624e31-d91c-47e3-b828-9f0a303d9c81,326243,0.81,False,2025-06-22
195f753f-6777-44c7-8276-e5a5eec0e19e,3892,0.51,False,2026-02-22
0b44c7e8-1689-4ace-8c76-a41e7125661a,43877,0.44,False,2025-04-12
6e0f5d01-33e6-43ad-a875-70626062d663,58550,0.11,False,2025-11-15
cd12f990-111f-439c-9e3b-ba63cb317b52,20405,0.93,False,2025-08-23
63c9b9ab-3aca-477c-bf75-fab9d215ac55,3497,0.29,False,2026-04-02
21cb6a46-73b8-48af-9822-45863dcdbc1d,2574,0.41,False,2026-03-22
9900c300-34e1-4ff9-a5c3-6fd1fff944b4,13554,0.98,False,2025-07-22
c2ec767c-e0c2-4c1f-a2dd-2c4ef0d98e7f,29171,0.61,False,2025-10-20
9618785e-23f5-46e2-b662-1eea35f81b2c,3497,0.74,False,2026-02-26
dcb22f38-3fbc-48f7-ae92-1e55b1d52c82,29338,0.25,False,2025-10-10
2712fe3f-b932-4823-9441-3973a3150eb8,452649,0.77,False,2026-04-08
5e8e2bc0-e8c7-4d61-9bc8-dbfdaf7cff2e,3612,0.91,False,2026-03-02
897ed17d-1c6f-44ae-a54f-6e709a1275cc,306124,0.12,False,2026-01-10
6a716689-8371-4e4c-bc27-a7025fb1c59d,16199,0.63,False,2025-09-24
8baa94b1-dcd3-4fcd-bca8-df80cddc8013,16343,0.88,False,2025-09-22
189caff7-1095-40c2-ac90-e9cf6b63ebc7,2574,0.7,False,2025-06-03
5a58f3a1-c6e8-42b8-8f03-59cc805d3a8b,17572,0.29,False,2026-01-14
1aa8d657-bf28-4633-a6db-34a1e9719627,2093,0.13,False,2026-02-05
e1fe002b-5d8d-4825-94c7-727be2b69286,3939,0.64,False,2025-05-30
bc8d2866-cd52-4360-9e3c-208f78077f99,22511,0.18,True,2025-08-27
534aa55d-aa32-42e2-a965-bde30a2ae819,14512,0.89,False,2025-06-15
6be13571-541b-472e-967b-a4781dfdf394,6879,0.49,False,2026-02-22
ba87454f-a963-4f25-a849-393d01087656,416,0.13,False,2025-06-27
b6d1f3c7-5d43-4678-bbeb-62f5dd228ac8,13535,0.91,False,2026-01-04
8f535af9-364f-4400-a4b6-7ddc1768e557,58654,0.88,False,2025-04-16
5a24f2e2-c0e5-4823-8a39-e8d97fd5ca6a,17252,0.68,False,2025-06-18
0d922e9e-2caf-462f-a880-81cd8be5adef,38,0.41,False,2025-05-27
9d376643-ee37-4d6d-94af-26ed7993ce3a,28110,0.73,False,2026-04-06
b1c84236-bb8c-4412-9796-03318c040bf3,22121,0.6,False,2025-06-07
3dd11d25-23fd-405b-a547-240a2273df4e,670682,0.84,False,2025-05-02
60a8fa93-44b1-41e1-a85b-f13a0fd24ceb,36,0.86,False,2025-10-09
a1c6aeab-7aec-4f8a-899c-340021fe4b36,18240,0.91,False,2025-05-04
c75179d6-b752-490e-8da3-7423d70c0e27,19103,0.24,False,2026-03-01
3feea6cc-8f7a-436a-8a0c-04deb1fa688b,18003,0.46,False,2025-11-17
12cebcaf-7bd0-4205-b2b3-9eafaf482475,15274,0.67,False,2026-02-06
451743c0-aed3-4778-84ac-289db585bd80,391399,0.81,False,2025-08-22
38fbb895-2e6f-4230-acb1-6813abea3d44,18613,0.7,True,2025-12-30
2f28e91a-a254-4b88-90d6-8807fe5842da,4332,0.8,False,2025-05-08
c0d5e7ce-1266-46b6-8639-646bda45fbbf,58755,0.32,False,2026-02-06
ab0abd95-f179-45ad-8a1b-7645c2bfec1f,9830,0.48,False,2025-05-05
736b881a-d3be-4d1e-8684-748c697db269,13856,0.56,False,2026-02-24
e01552fc-3d36-47f5-a6d3-73a4f6f64b0b,290856,0.11,False,2025-05-18
9b5002c0-bfaf-4e52-af7d-d51b22ee040b,5342,0.1,True,2026-01-23
45752a0c-0b71-4752-bd4a-3ba6e40e8a7c,13537,0.76,False,2026-01-07
f2ecea11-44a9-442c-99c7-322817d660f1,13536,0.22,False,2025-05-23
e6041c2b-6251-44e7-aa92-eabd085a0add,5703,0.35,True,2025-06-14
7c59c8e6-1ba5-4cdd-8eb7-e957da2abb43,10040,0.17,True,2025-04-21
218f2c95-87ac-4f92-8453-3cea13d9f88f,19429,0.43,False,2026-01-06
f4b89203-2caf-4fb7-8ecf-0e6730ffe287,22121,0.86,False,2025-10-25
5707bbb6-9925-42a0-85d0-d9cf6e267f07,452638,0.67,False,2025-09-28
fe194259-f0e0-447d-9be9-7f08042c9494,15858,0.82,True,2025-08-16
0600054d-2fb6-4139-8b53-732739d7b31a,5563,0.92,False,2025-09-23
667d4f96-d7f2-4d46-9ea9-e387e41afbcf,3328,0.59,False,2025-08-16
9f519574-7f1c-4bc4-97b1-cdf629d41bff,4347,0.73,False,2025-06-23
67fa92f2-88b7-4717-813c-064bfcb6d3b2,5564,0.27,False,2026-04-08
dfc84da3-9c6f-4355-8500-60bec8470aa1,3612,0.81,False,2025-09-22
ca1b163a-69e8-4a71-9c37-70d9634c4c0e,13913,0.85,False,2025-05-10
69b4af73-4697-4a45-9035-b63850308a9b,326292,0.89,False,2025-05-25
0c45d6b8-95be-4730-bab4-d4cfe2eef8dd,3771,0.19,False,2026-01-18
0cc05440-cdcb-42de-88ae-9979a4306c3f,4331,0.47,False,2025-04-23
6d80fcf6-91ef-4244-9085-81ba0d5aeef2,4358,0.46,False,2026-01-02
28a27630-4ff1-4f79-8d50-0c6100141db3,2454,0.49,False,2025-07-07
d87951c2-6737-4989-843c-b6beaa326103,18241,0.65,True,2025-05-12
52fa8737-ec65-4c37-8327-bbb4605577ab,802,0.37,False,2025-05-24
2d49bed2-2dba-4677-a0aa-04b2bdd80fff,3740,0.62,False,2026-03-08
3663d578-7198-4db7-b7e4-d726af7022e7,58753,0.82,False,2026-01-05
3dc47f7f-9323-4b21-93b5-9e0b69577ef7,10243,0.28,True,2025-09-26
736b881a-d3be-4d1e-8684-748c697db269,259801,0.27,False,2026-02-24
8b950a7a-119e-475d-8144-120b02964faf,3498,0.94,False,2026-03-10
efca24e8-e03a-4d26-a49d-4048b0e95e3d,10533,0.27,False,2026-02-18
8b87f48c-f706-4340-b0cd-93bda3c8bd11,21924,0.89,True,2025-05-16
2bc18c42-73b9-4fc1-8f9e-f8613ed2e961,18003,0.61,True,2025-04-29
27e7e5ad-2908-45e4-9c81-3bc0c8383980,19299,0.1,False,2025-07-27
26b59bcc-7c45-49c5-93d8-1578c66204e8,58751,0.89,True,2025-12-26
c94c6729-8b1a-4396-92c0-9d1247b91376,42215,0.53,False,2025-09-14
239bf87e-2dfe-4e99-947d-c1dfd00a9522,1450,0.41,False,2025-09-08
3662c2c9-cd8e-4c29-a19e-9f4d65975ccf,13913,0.66,True,2025-09-21
eca33493-ddfb-4b12-baa4-1860389e7b0c,58494,0.53,False,2025-06-01
ea24cafa-0d99-42a8-86e1-b079a1127244,28154,0.88,False,2025-10-18
e008b6db-8ab1-41e8-8729-ad403347145d,23585,0.98,True,2025-07-01
b3612953-8250-43b1-8f0b-9267be97c4d8,9551,0.81,False,2025-10-08
06b0214d-85f8-4300-bd2b-f3d89e69fd11,28492,0.97,False,2026-01-22
7a078bff-8d28-4cb2-85ec-829bf944a949,7819,0.41,False,2025-09-24
5a34518b-6aea-48b2-beb2-4058602a2cb7,18241,0.42,False,2026-01-25
9174060f-86cf-415b-a887-1f3269ed2a85,58952,0.78,True,2026-02-09
23425294-ceba-4dc7-bc0b-fedc6e25c1cf,257201,0.91,False,2026-04-02
a994c71e-84f2-4989-97f5-b00951420987,16199,0.55,False,2026-02-27
91238ea2-26f9-4b80-a0e1-852d94762119,58812,0.94,False,2025-09-09
243285ea-2fbe-43d4-8742-815c1911d74c,17822,0.39,False,2025-04-23
e5b05f97-7ff9-4475-98ad-d0283232d396,422,0.83,True,2026-02-24
ccf6dd05-537f-4776-8ac3-3fb4ba735bbd,17875,0.75,False,2025-08-15
8dc79353-2fbb-40f5-9ea8-3435e7a3f4f1,4550,0.84,False,2025-10-13
092aea25-ae87-433b-b684-976cad83fd4a,11859,0.55,False,2025-09-27
6fe6a6e1-56cd-450d-befe-13d7dc726ee6,28623,0.2,False,2026-02-18
936c4f25-dd4a-4da9-9bb8-1ab42d50367c,2597,0.21,False,2025-04-20
63a48a1a-f044-4634-9c2b-aa5dfe2fd166,817974,0.92,False,2026-02-20
92498ede-b799-4f13-b145-c282a272f918,10533,0.12,False,2026-01-09
e39a9851-f779-44f4-87b4-9a41dbe2182e,9810,0.46,False,2026-03-08
8553b2e6-3147-4ad3-9189-389231c6b48c,50778,0.46,False,2025-09-25
04e4c785-ba31-4e34-8364-c50408742427,4252,0.53,True,2025-12-23
4783595b-ddf5-4c08-ac61-23af393246e8,16112,0.67,True,2025-05-04
2488f1cd-8bb1-4942-81bc-253aefa2f8a9,10142,0.98,False,2025-06-06
369564d3-170f-47fb-b546-3e9fdad364d0,1774,0.26,False,2025-07-19
03671d27-becf-40f3-b196-d3e3c8e4fb03,5342,0.55,False,2026-02-27
6f7e1875-cdc2-4ebe-aa38-2aa7d44daf77,13537,0.92,False,2025-11-14
c36c9f48-6bb1-496d-bf3e-19a7f3296e07,18240,0.38,False,2025-09-28
c0113b8e-4100-4690-a4d1-ac10720da230,3346,0.96,True,2025-09-05
90bfefd6-410d-40d2-acee-e9f59656ddeb,326243,0.39,False,2026-03-07
ccfbf304-b47d-4924-b128-caec9fee7331,1774,0.69,False,2025-09-03
573d378c-fe2b-403f-8ff9-0fd08df1bf9b,16209,0.58,False,2025-12-26
6812c2ce-756b-47bc-9654-db213b6e06f2,17875,0.66,False,2025-04-23
436cefcb-3a02-41bb-a05d-e2df4f697a9c,204,0.92,False,2025-11-30
3a707650-3fb4-4fd3-a83a-17bd8d9bc94f,4388,0.54,False,2026-03-20
36abb214-f614-4190-8e47-987376b17390,3209,0.34,False,2026-03-24
d70ee9dc-01ad-4f01-bf50-ee272a92a14d,829,0.99,False,2025-07-11
452ce243-d529-41c2-b680-8545dedeeb77,1416,0.46,False,2025-10-21
9e7c03c7-723b-4df7-88cc-116c7b9600e0,3368,0.39,False,2025-08-09
91eded9c-a22b-4159-a4d6-66304eef43a1,51325,0.35,False,2025-06-07
e41eecb3-3520-4426-8119-960ee9367b52,2805,0.12,False,2025-09-28
5070e1d0-12c2-4a49-b7ab-04da574ef861,1244,0.26,False,2026-01-30
25cc6c5e-2bac-49c8-9c92-d3a09259471c,430,0.23,False,2025-12-26
de2e49ff-dd67-42f3-bf72-7a12d4970155,4003,1.0,False,2025-06-20
5a957a00-93e8-4050-a25f-aad63cd448c9,4032,0.61,True,2026-04-04
b5ed605f-753d-4f80-b7f2-60a40bdc5e48,4570,0.33,False,2025-05-03
62e156f0-7519-402e-83fb-5ba32cd1987a,3697,0.34,False,2025-09-02
1ed8950f-09bb-4e3f-a4a6-81370e9dd802,3328,0.4,False,2026-03-13
51a6ae2b-2e9a-432a-9462-b6a792f8f960,3612,0.42,False,2025-12-19
43b04b4f-2ca0-4f05-9d9c-85f23f1d5e4d,884,0.39,False,2026-01-21
940a1da7-aea8-433a-a718-c2cb36f3b083,53341,0.71,False,2026-04-04
d81e055c-c098-4bb5-a99e-a65eff474e6a,4003,0.53,False,2025-07-31
331d45cf-324b-4232-9503-4d9af63d7555,864,0.73,True,2025-12-10
22f8bbdd-6697-413d-8ddb-ff310f212bf6,4249,0.2,False,2025-09-29
acd97d97-0eff-4499-91c1-24ca67adc909,15859,0.63,False,2026-03-16
6c95d04a-9a65-486e-a034-e9c506609e6b,12756,0.34,False,2026-01-07
28fd168f-bd93-421f-b07e-0dae6e131078,248521,0.57,False,2025-06-28
6aa8cbd7-a149-4451-b774-966df9b430ef,10340,0.12,False,2025-12-26
d3e4e43a-e0fd-410f-a0ad-af594b468dd2,29171,0.88,True,2025-07-21
beacf6ba-61f0-438f-8f30-c09865be3ddb,19487,0.12,False,2025-11-24
81948874-ca95-460f-be76-0c6fe1135bc4,15002,0.87,False,2025-12-27
f8dbb00a-89a9-401b-91c2-200221281d8e,11276,0.99,False,2026-03-30
8e203d66-4f0b-4e90-9875-5ce4bc25fee6,10073,0.34,False,2025-04-13
17ad5cd5-35c2-4f41-a9b3-50026c00ae51,4166,0.21,False,2025-06-17
d4f97c7a-7de9-4698-b16d-3b2898bc7e4a,5636,0.85,False,2025-10-08
05f33bd5-1b98-4041-9057-ada7dbea1c17,3771,0.15,False,2025-04-30
7897084c-05e6-4033-abd5-78eb95d3bf00,17572,0.26,False,2025-09-01
03861b97-0ae6-4d60-9bca-54cba7c104aa,3272,0.57,False,2026-03-11
6fc53301-9e93-45a4-a607-2b2a7f830b0a,9671,0.9,False,2025-11-12
239bf87e-2dfe-4e99-947d-c1dfd00a9522,4012,0.86,False,2025-09-08
