user_id,post_id,commentedAt,upvotes,isDeleted
50963312-919b-498d-87ca-4b1d59bc4e4d,0490bf66-a376-4a16-867c-5f57837ad896,2025-11-02,142,False
9df01e7b-bc47-449a-91af-cb8c6760895a,3091920c-aaaa-40c0-8dd4-70a6fd4a8ed5,2026-01-15,382,False
aa67dc11-0679-49e9-9a4b-95bcd4568f57,d8504e94-0d29-4577-9e22-b2fc82351bd6,2025-06-25,375,False
66bce73c-2746-424c-a547-4f9b1328e7ea,eade725c-b636-4c13-8e06-448ba326491c,2026-06-19,391,False
6806a0bf-f687-439c-965a-22b3ed273011,c4d4ff86-1f30-4baa-8211-a16544ada9f4,2026-03-27,284,False
8caad275-5609-4a92-a111-de0fedb9bf38,436923af-1838-4df3-b5b8-995499dc7524,2026-06-22,161,False
3504dbc7-87cd-4bb6-bf27-c30503dbf258,b1c84236-bb8c-4412-9796-03318c040bf3,2025-11-18,133,False
f0530f6a-9f33-430d-a94f-fdfe80569e5e,2557b27d-4c07-407a-9ee5-24a5df52f839,2025-10-27,490,False
1bc7a72f-e2f1-4df2-8e0b-56afd8806e74,6c14e606-49d2-48dd-8610-5b1abc45665c,2026-04-12,172,False
a80e7f20-d356-4fac-8fdd-bbe99b636225,6abcc74f-4842-4e8d-87a2-d72dd89c0fee,2026-01-30,261,False
5a7b42a6-4a2f-47f8-8be8-8fc52332aebd,284eb56a-065e-4154-ae8e-067ef58bcbcd,2026-04-29,484,False
711bc8d8-f860-478f-9377-6d983802c7d6,0f5a207d-44a9-42bd-9bde-0772722d6086,2025-11-26,28,False
fd336fde-588a-409b-af05-a618df4860f5,eb0885e3-b898-4eda-b04b-217ac84eb845,2025-10-25,210,False
80d5ea65-ff7f-4e27-9656-5372fc68bdb0,23c071d4-7d47-4ea7-8be5-93924c59a0a0,2025-11-14,206,False
e8fe22a9-cd33-44cc-b133-55af4331f8e6,9f9a4fc3-05c9-4489-a80f-b4319f391a29,2025-11-14,82,False
ef4c16da-21f8-43ce-bf26-ef79f5c7931f,a3dde657-68d9-4681-a1b6-4dae714f308e,2025-12-17,341,False
1d0ff37a-7a85-404b-bd39-3c8d3bddf3f2,38bfb2bc-b3df-4162-bd6b-3b99352ca8ac,2025-09-03,268,False
49354476-a77f-4dae-91ad-eb586dd659bb,9db6c921-eba9-405d-9def-d2a74b26a322,2025-05-06,131,False
39daa2e0-98f1-4c4c-b77d-5ded0d7cf4dc,29066193-5733-4cc1-b2ab-66f820dffc84,2026-05-04,201,False
132e4951-8b51-4809-b246-8f12979f4fe0,9ac43019-b766-4f77-b71a-ac3f368c0e1c,2026-01-05,440,False
c4b9f991-570a-43ff-bd31-fc6f68b18727,837bd212-3d99-4bbe-a89e-3794fa5e37ac,2025-11-26,436,False
577cdecf-602b-4fda-8cbe-bb50933bb841,d6a3d6a6-c866-4cac-9ec1-d5f524edb3e6,2026-07-02,282,False
23dd56a5-ef75-4b93-b124-41182715a0e0,880a6820-f786-465b-a2ac-ce496c4a49e7,2025-07-31,132,False
a1454f25-89d0-4223-b378-c1b49ad90e89,de43c46b-b381-4841-b138-6e96340f4382,2026-06-12,357,False
4caa2b7e-d5f4-4a40-b747-5576d50c3beb,bbe6cde9-392a-42cc-8ee9-7ef96ce2caf1,2026-05-03,411,False
0ed93f46-396f-4122-a672-384562e5d379,9d615b32-718d-4c9b-8a0c-079b4550d00f,2025-12-28,161,False
87f1f17d-68d8-4653-afca-674e980ca5f1,bf48a369-4432-4a7c-8752-c26a3f598b58,2025-10-03,113,False
91ae83c7-184c-49d7-85b8-6aced3bd6100,534aa55d-aa32-42e2-a965-bde30a2ae819,2025-09-22,390,False
aeac33d8-5e4b-4176-8567-3a0bcea31f6a,880a6820-f786-465b-a2ac-ce496c4a49e7,2025-07-16,145,False
c3285de9-bb35-4786-99e1-5277211aad4b,56f066f6-0548-48b4-89d5-ba5995caa04b,2025-09-07,238,False
581bd08c-2047-4883-a901-a2cedbf71e55,d58d3741-d8fe-4fc7-8d4e-b7c81e09b870,2025-10-07,26,False
b1c856d1-b5c0-4ebe-8b34-e0b2a5fb0f71,9971d0de-1ba0-4f57-a0cb-8dc46512a6a7,2025-10-10,72,False
8531bd59-21d6-4d59-9608-2c9c68a7ced8,3be7c6f2-0dc1-4196-b065-082a2a6f7058,2025-09-08,280,False
98388f4c-3a78-43dd-a817-9177f269e7f5,c7ebae75-b3ee-43b0-8069-c3ac9b851dfe,2026-03-31,415,False
34f70936-3106-499c-acde-75ea3c214f8a,188eb376-9226-4156-8042-895b52b91d24,2025-11-03,222,False
df79053a-b038-4faf-8d5f-dc7828f515b6,43085a23-4284-42c4-a34d-fc1a6c1f8432,2026-03-19,55,False
c7b4c3a7-6946-49c5-9402-f6d382886b4f,e3c6edb1-f098-4953-8c13-20638eaa8392,2026-06-07,204,False
2efe3777-0926-4406-9753-a45f5305fb25,784aac77-444d-4d97-bd8b-2e57d46baa10,2026-04-11,457,False
a6ab0e5b-fb81-4b05-b854-ef7c419e6e95,999b6b31-0585-443d-8f1a-c518c5aa138a,2026-01-24,305,False
2b1d7656-5e3f-4a2b-a516-de4995393849,b087716a-68dc-4d3b-b63a-50b6fb3d923e,2026-02-18,343,False
1708d54d-d883-48e9-8db0-82ce9e552253,33d4aa17-893b-4ebd-8fdb-f7090340199e,2026-01-29,261,False
6fe29325-1879-42e9-a4e1-703b4b9937b5,51c03241-8ed8-4d5a-beb0-5c1ca2728e02,2025-09-01,213,True
0d5aefd7-0856-437d-8451-ae0556ee6294,76569547-0c4b-46ef-b96e-665d21c69bb9,2025-05-18,241,False
577cdecf-602b-4fda-8cbe-bb50933bb841,4c683199-7afa-4f05-8e9f-596435fc5a89,2026-01-23,346,False
718cda9e-fb09-429a-b97c-4daf754acc03,3d0240da-de80-4da8-ada8-04d3e1ea2896,2026-06-05,436,False
870a97fd-a2d3-4f22-ae61-00006616ed65,a07649c2-f76e-433d-b984-5b42343fc000,2025-10-23,383,False
54b89c65-0981-4b7e-8bb7-b30119bfce40,a52f742a-2249-44ff-bdb1-b749e3f90a53,2026-02-16,8,False
30e00d57-1339-4383-bf75-4d39ed46be3f,1f63bb66-e3a0-4c2e-bd12-1ace6301fe72,2026-07-09,368,True
291c5c19-0c76-4f02-95bc-9ae31b2a987a,93432d77-5aaa-4fb8-9f81-5c52c19aeb9d,2026-03-26,306,False
56db0d1d-732a-42b5-9716-bec84a978342,ef3af566-af17-4b2f-b0ff-857be7803498,2026-04-17,68,False
c2ac4577-8c0a-4b1f-9865-c9c25d7c683d,bc0d0935-4ca1-4f56-a038-9af6120e1c75,2026-05-28,103,True
a622c9b6-e307-443c-9775-ed053fc665fb,17fb84f0-ccde-48f6-95f1-c9ac7e3b0728,2026-01-04,459,False
c41516f1-9522-47cb-bff1-c115a7147d92,ef1ba500-4f5c-4c00-9314-f27b50b11a8e,2026-05-04,404,False
0d58763a-b7be-4c50-9015-640b1f67c8a9,c74714c3-5170-4f9b-a557-49edd74959b8,2025-08-25,202,False
87f1f17d-68d8-4653-afca-674e980ca5f1,2849b56a-66ab-49f9-a1d9-d48353f57ae9,2026-04-20,54,False
3cdaf368-a494-4635-9b7b-47ac06c56248,ce48a1f3-f919-418c-b615-1c69a534f58e,2025-12-26,334,False
424f9d49-7fc3-441b-9893-d2ebb15cc530,3bbe5e97-baaa-43f4-ae78-24ad7c70b5ff,2026-08-11,297,False
15173cad-9ef6-461e-877c-fbbd4ef1fe35,2d990e19-f955-4b1d-b494-c13d94abec43,2026-02-01,274,False
206058e0-b2e3-4bfc-a51d-ada59dca03f5,276c2d85-1c86-48fc-8c74-b1dcf84308ef,2025-08-31,216,False
bc4e09a1-0cc4-40c5-af53-4b5e9ab6702a,5a957a00-93e8-4050-a25f-aad63cd448c9,2026-06-20,431,False
555bf2df-5fe7-4ab8-84b9-3218c4a95940,bd1da9c1-05ff-4661-b4b8-7644f37f0b00,2026-03-18,11,False
69ac979d-a9ba-4620-b8fe-0cc7739b7c05,04019b27-3cfc-4418-b6e7-c21e7b55a546,2026-05-01,140,False
eb209ee6-8065-4e63-a889-feab209a245c,7206404f-9b92-47cc-81af-217a947c7f5a,2026-05-01,191,False
367e5b82-6c6b-4d5f-a11f-f7dd4eebb9b9,4d4c59a0-20ad-4068-a132-39eec8af7c91,2026-05-07,181,False
9e73ab8b-df95-49a6-8e3c-562042408085,e878d180-4b67-48b4-9373-3929b05c1f09,2026-07-28,100,False
5f0dd247-4134-4ea4-89f0-d0b2707a5dda,10436447-fb58-429c-ad9a-6620a12716fb,2026-04-02,175,False
62e6b09b-fcd6-4343-a8ed-008abd431a23,53f64c5f-2039-46ef-b0bc-7860c310cddc,2025-09-15,295,False
90002f59-e199-4b13-93d5-0fa58c9610f5,284eb56a-065e-4154-ae8e-067ef58bcbcd,2026-07-19,329,False
06f9e04d-16ec-4f43-91c1-9272e2e727e6,a07649c2-f76e-433d-b984-5b42343fc000,2025-09-01,176,False
fc89577c-b981-47de-9a69-3438f3a26ed4,17ad5cd5-35c2-4f41-a9b3-50026c00ae51,2025-07-08,96,False
54913248-ae8a-4ef8-8f1d-b01544dc758e,efca24e8-e03a-4d26-a49d-4048b0e95e3d,2026-03-22,404,False
699637db-c20b-45f2-bb45-b1d77b082bee,e88dff0d-f5cd-469a-b533-2e657bac9a55,2025-06-25,400,False
4d2ab13b-6626-44f3-86ca-5b3cc6002690,095f05ee-18c3-481e-b9e7-326b634ba351,2025-12-04,110,False
80e84e92-88ce-488f-a2f5-79bdf3d038ea,47408679-10a2-4c3b-b269-e04d3f2bdbc0,2026-02-01,201,False
3ad9429a-b340-4f8e-bad6-50e50cfb0379,a0d3f1e0-c8f9-47a2-a064-febc87be7f98,2026-07-17,145,False
a84f0200-c400-47eb-abb3-0757732b3d3b,9f9a4fc3-05c9-4489-a80f-b4319f391a29,2026-03-10,105,False
dd51925d-6e17-4558-aaba-abe4f7d028a7,b3f6a21a-93de-43cb-b2e4-b93d423dabdb,2025-10-21,230,False
39a7d1b9-6cb7-4bda-a7c5-0cddce24613b,6a716689-8371-4e4c-bc27-a7025fb1c59d,2026-01-20,348,False
e978149a-263d-4ecf-8a0b-e031f5978dce,82128213-0341-4e38-94d1-eabd7f94fd8b,2026-03-26,298,False
d0e40b5d-96e6-43f0-85e4-672071e3193a,1524dede-e748-4031-a302-aa2e9ed68d7f,2025-07-15,439,False
eaabfcd8-e678-42a2-b241-bde752ecff0a,4b090abd-48f7-4d53-a201-95ee6525fa28,2026-05-19,404,False
022f7675-6f5e-412f-be6a-1e43e9af1d00,467a4c8d-80de-45f4-bae1-447a669a32f5,2026-02-05,478,False
70b35fe5-f095-492b-93ab-bc07e4337ca1,d3c83035-87a6-490b-a976-4cabe9c77a9f,2025-08-29,136,True
fddda58d-4f3c-41b1-a739-35c74844d0a0,03b72c0b-10fb-4c37-b14e-badf736f986c,2026-01-16,55,False
c035b4dd-eec5-4d50-b5ab-2018ca874503,2b204ec0-df75-45bb-9d89-d836ecbaea79,2026-05-05,463,False
0baa6f8e-d21b-41b5-bef7-5dbdc5fe3bf3,33de188a-2714-4216-83a9-41092f00a6e0,2025-09-08,395,False
bc623178-f449-47e0-81cd-fe02537f999f,234f6ad9-a001-4057-908e-05dd839250e4,2026-04-27,58,False
647d5a40-a897-4787-868a-f1d9a1c68d31,b7029aae-cb21-424c-8bb8-f8f6a63e086e,2025-12-16,161,False
55b36b91-8b15-4ee6-aeed-3819a48f06f7,460cfcd4-91b0-4b05-9fc0-050235a315e5,2025-09-24,420,False
44fd9735-c027-4fb3-93f8-a563a64d4dea,ebecf340-900d-4f4c-a2a5-aff4401ae2e1,2026-05-14,29,False
d82c2a18-fb81-4469-bcfd-3a1411248f3f,244d6292-a24d-4a45-acca-64fec5c756e4,2026-02-17,60,True
856d3a53-ca7a-49c4-a290-42d9f9fefe74,7692c91a-8e7d-46ce-93c2-f1d59023724a,2025-07-25,453,False
d37c6633-61ec-41a9-8eed-5d92d72dcfbd,7bbc2a10-768b-460e-a30a-c5616474563f,2026-04-28,221,False
241f1354-5842-4dc9-afa5-f4d2d56207bb,e1e99a57-c883-4029-b8ab-9aec517cefcd,2025-10-01,492,False
8859e465-5e60-478b-a3d2-91bd847eed2a,a42d1920-9321-44f8-a95b-527b839408d7,2025-11-20,83,False
ebd4abd2-1a74-4099-82d4-ab4b44a08a6b,f7d6f22a-eaaf-4229-9a00-9d97cefaa18d,2026-03-29,403,False
53406610-e5ba-46dd-82b3-007f0aee2111,e48025fe-86b4-472e-be57-2b781f3d22db,2026-09-20,427,False
921de474-566d-4bbb-bb5d-fc8f00f066f8,8516da6c-a6eb-4ecf-b1ac-69e42c2f1ed6,2026-04-11,109,False
7b3f2af6-74c8-44e1-8627-c561a39185ef,4b1a2f76-8753-4daf-8649-1d2d496aa559,2025-07-27,194,False
f541d1e4-01a4-4aa0-bc74-e2162ebe92db,ef0a9e9e-8fc2-4e0e-b12a-6cfd52fdb3ce,2025-12-05,102,False
362535e6-073f-476e-a7af-fe4e8a320f99,76952783-faf8-4de7-9280-61b84152babd,2025-12-27,407,False
087f3076-efb3-4a3c-8d67-a0cbda7040a9,56e19814-0ce3-45b7-bedd-fbfab25a99d6,2026-02-15,99,False
e65e1909-cb9d-4b9e-b9f1-800ecfe6b839,76830306-3b44-4927-a40d-206bd0f8edda,2026-05-02,484,False
3a85dbc2-41cd-4852-bc6f-5202721e0794,28c84f32-e28c-4a3e-a8ef-66311d1776b2,2025-06-13,454,True
e250fd3a-9944-40b1-b0db-a21de17f1874,bc039b90-c7c3-4290-9303-5bc91c56d69c,2025-12-22,242,False
a36a8459-f6d8-4be6-be47-5556a801c859,ac2f9581-dab1-4b5d-97c2-06597d9a49cd,2026-03-07,229,False
6b766059-95dc-4b77-8f69-057d6047675a,77cb4767-3cdb-4d38-ac2a-55e0de5566dc,2025-08-25,61,False
db306302-5abb-4c2b-8ce5-46979406241f,3fba71c5-2709-43db-9d46-f1338df3a158,2025-11-27,299,False
3f809751-3764-4487-a285-7762254212dd,01b449f7-4e0d-4028-93a8-df6cb9527773,2026-02-19,370,False
3a201476-b05b-4e24-bf06-32a543b21dde,b6f9ffe9-e76e-411e-bf8e-de9b02bb93bc,2025-05-28,37,False
301c105d-6bec-435d-924d-d6adf55e00d1,af75e159-5cf7-41b1-872e-d9518b115d4e,2026-04-04,108,False
cbdfb885-ccf3-4c2f-889a-5684b0c3afe8,7d4f01d3-bad6-48db-880c-cbf9391073fa,2026-02-19,383,False
b3fa03fe-e33f-49b8-8a70-236a4f64cbda,ffe78bb5-b118-4ad1-a233-7efd92df5211,2026-03-19,182,False
ea37aa9d-ba6a-415e-89ae-480d1db32aa1,93d3b75d-da70-4867-8e46-e446015cf903,2025-09-13,141,False
23a96b33-b2a0-47bb-8495-b0ba34efe67a,ac34867b-3623-4403-a95c-addb7738ae44,2026-04-14,351,False
0df2270c-6581-4f35-a8af-eb1a00808274,cab9bc77-c5b1-4911-b09f-a9e4b5ef9d04,2026-02-10,0,False
b382d08b-d27c-4f94-8c84-32e7121e0d2b,7277b7d0-2ce9-41ce-879b-1e0a38a955e2,2026-05-12,347,False
0a531d58-9cf2-492d-b83d-10490a4edff8,793d555a-14da-4aaa-8085-1e748eb4b720,2025-05-21,280,False
87704231-9141-45a7-a0e8-a83e94970cdb,421cea46-56b5-4f92-b6eb-6500cbd091fa,2026-03-08,25,True
32ee3a50-bbdb-4172-bf0b-d11889f18c28,15dbf27b-7df6-4e03-aacf-501a18c0c8b8,2025-09-22,191,False
02f09b06-9729-4d00-b058-27cdd4892479,bb46eba6-3efe-4f73-ab96-68b8c8d44e0f,2025-11-17,260,False
db2f1c2c-d140-41af-ab03-e74df18f7aec,54bf91b0-6342-4b44-a6a9-d951af7e3833,2026-02-02,441,False
57ea5a64-5f97-4c74-9ec7-882be33dd61d,9de94c20-dd44-4e67-93d2-01fe6fb0d2c5,2026-07-23,93,False
930bdddb-d4cb-4ca9-ab98-7cb8c0dbe1fb,ce48a1f3-f919-418c-b615-1c69a534f58e,2025-10-24,443,False
c8b0719c-5a0f-49c6-b7b9-de5ddfabb58c,64761233-9ede-4ad6-923f-00ebe57b5c71,2026-01-13,9,False
f7b6c0f6-1700-44df-9f8c-c8028bc8bae5,32464754-101a-4d65-89c3-0305e7667508,2026-02-15,369,False
49623775-cfc0-4600-b481-5bde5a55c3db,80681216-9308-46cc-bc65-c3bc8f2fa2eb,2025-08-14,331,False
8aa00ce0-a6ee-4ddf-aec9-d9c25604c0d0,c052cb8c-3bb8-451c-9c08-72586c50c23c,2026-02-24,59,False
e435f288-622e-4c01-8003-0000f72b811c,2c104a02-fe57-4039-bc7b-60039100f628,2025-12-23,326,False
46205840-e62c-4f7c-9a74-5e64f7d58fb9,cf743275-bf79-4855-927e-977d8960e11d,2026-06-29,337,False
bdd24b3e-fb9e-4e80-8700-0bc2f533241b,d8b5ac1f-2c9c-4e87-8570-b92a3d52f5af,2025-07-15,470,False
995d5a2a-8ba7-4f65-b01b-3c0a648d1da9,d7cac944-2a7e-4c8e-9565-d90399e679f4,2025-12-12,0,False
c1a121f3-d115-4cdc-bbff-a713d678c520,9afe0d24-3116-4226-84d1-bd867a080407,2026-07-23,239,False
81f044f1-edd0-4996-acba-e7b5a2d45b22,84997fa1-48e1-48f9-aef3-a7090b3fd6b5,2025-08-21,34,False
bb4c26ac-e67b-40be-bbf8-85879fa7689b,095f05ee-18c3-481e-b9e7-326b634ba351,2025-08-30,143,False
087f3076-efb3-4a3c-8d67-a0cbda7040a9,7b3c265b-7b7c-4526-8cf1-e67c90568b04,2025-11-30,213,False
433b98bc-c5d4-4ab7-b429-d41336d9234d,68c0c117-e858-4c3d-88cc-f242e07e2175,2026-03-27,328,False
70f02aba-02bf-47cf-a15a-282cf7f8feea,b7eab9e5-c6f4-4b8c-ada3-3d61b5ed502e,2025-12-29,411,False
c387fa00-4632-47f6-b767-185240ce551d,239bf87e-2dfe-4e99-947d-c1dfd00a9522,2026-02-26,285,False
