from_user_id,to_user_id,followedAt,notificationsOn,mutualFollow
07522561-0011-4eeb-98c4-649193ee1d91,6303907d-ca0b-47de-8728-96325292627c,2024-08-14,True,False
642c7f4b-cd67-4181-9125-e1328d0b58bd,005191c3-80e2-412a-8dc8-594d5d417626,2024-04-15,False,False
1098eeac-fc80-444f-9a2d-17d4270b7880,195c4a81-2fef-4048-81e9-55492c158d90,2026-01-22,True,False
fc747266-7bf9-4e04-940f-a56bde331ebb,e4665fbc-1c55-4087-8b12-505e12c34f12,2025-04-30,False,False
a5791f18-83f0-4126-a11f-01dbe70630d3,75a0d15e-278b-4588-aa88-a493b4bfe7fe,2024-09-28,True,False
ad5a7277-5651-4de7-90e4-c0512a9885c5,010d73e0-eb27-44a6-84da-c72b04a5aac5,2024-04-25,True,False
947d2b44-2566-42cf-8810-b974f630bbd6,84127fa1-ef5d-4512-aead-3b0feabbc667,2026-01-18,True,False
e2a97fca-4da3-426a-9c11-3b32b4dae967,feab1ab6-b87f-44f1-82ec-80382ad48fd1,2025-06-04,False,False
5f6574f7-a9d8-42d9-b417-fc6c61434d27,934c37ee-d59b-4e4e-824d-5980dae18539,2024-06-07,True,False
6ad600fa-45b7-4ce6-a1c1-c320e6faa85c,5b05ec36-38bc-4141-a5d7-42949f3ae87c,2025-01-24,False,False
f535bebe-0f26-4d90-88f4-9485822c2d73,a9a8926b-880d-41a7-b72a-9c2249458076,2024-09-10,False,False
7da21e91-2466-4003-b44d-796fe8b036c3,5e6a0fe5-3d22-4600-a74b-9297be5a2b8d,2024-11-18,True,False
87704231-9141-45a7-a0e8-a83e94970cdb,a7d8ee71-8d4e-4dc8-b834-5a8972da82c7,2025-05-01,False,False
84299dd4-f3db-459e-b91b-75361f283528,7057e758-e73d-4368-af90-8102dc1b1622,2024-07-05,True,False
ec8ace03-fc42-48be-b8ec-22972e764ffd,89fd58f8-73ee-4f69-8747-e4aad753a54e,2024-06-11,True,False
bc34c6ea-86eb-4329-8459-534069658879,ff4384d7-acdf-4d63-97f7-cf67d218e2d6,2024-04-24,False,False
cb21e316-acad-4ee4-8952-f9a05e4d3398,95b570e5-e5c1-4df3-9bb7-0ccbdc6bce2d,2025-11-21,True,False
62101566-f14c-4d5e-a535-26b3f69a0d21,1098eeac-fc80-444f-9a2d-17d4270b7880,2024-12-27,False,False
64bee81b-b1ad-4e69-8b92-0fd416d874e1,10839bed-3ce8-47b4-8fa2-b9952f8caaec,2024-04-23,True,False
9d6624e4-13da-43de-a0ab-c37aa07fb451,1e6ed88c-9018-4274-a997-a39a5bd19aa2,2024-07-21,False,False
bed0a327-e414-413a-9fa1-479c50616393,aa6914a7-9340-4c4e-8ac2-ac09e216f9ba,2025-11-28,True,False
60b274bb-bbc1-4b7f-ba73-601d2a590fae,a9a8926b-880d-41a7-b72a-9c2249458076,2025-04-02,False,False
a0aee9df-e93c-4108-aa6b-614d3fcd5a7c,ab96fca8-f085-411f-aa12-dbdecf47af05,2025-11-23,True,False
a6e29f29-9c8a-46a8-a71c-1b3fca69306b,fd2ce90f-0e90-4468-a559-031e852c988c,2024-08-15,True,False
f193259b-12bb-4363-80bf-fe03c4456928,4ed3c2b2-a963-41fc-9aca-a3b1e51b811c,2026-01-05,True,False
996a4b0b-17d2-4e1a-bbcd-063b140a9636,8e23bf6e-e3d4-4741-b666-6dac11d4fe0b,2025-12-22,True,False
b7969dd3-bbb9-49e5-bf5e-6e3a0ddc43cf,8a761c59-bdbc-4119-a8ac-8de302cbaeee,2026-02-27,True,False
16c6146e-d4ab-4846-a2b8-9bae4e2f4755,be05acaa-97f2-4453-b9cc-ab85ab7c7f92,2024-12-20,False,False
2548ea7e-4228-45bb-bc11-1acb756533d1,deb0167b-07eb-48b1-bdc8-8e35793a162c,2025-08-23,False,False
b9d4d6ca-383c-4b73-8754-8a5a9e3edd3a,8859e465-5e60-478b-a3d2-91bd847eed2a,2025-03-14,False,False
0df2270c-6581-4f35-a8af-eb1a00808274,6d1ee0a6-4849-45b9-8e53-3d0b7304a503,2025-12-17,True,False
7fdc2153-3130-4552-a046-6e1abd8de72d,0dc78fe7-6c43-4729-a225-7abc3817fa59,2026-02-21,False,False
4eb90bce-a829-4789-a6ea-9af2684bb59a,ad26a4a3-9db4-49d9-98d5-fd0537d62b8e,2025-03-28,True,False
9211fc6b-7100-4b5a-9383-62987a07dcb1,a2aead83-f27a-44fd-9fc6-240d58a854b4,2025-12-04,True,False
022f7675-6f5e-412f-be6a-1e43e9af1d00,0e55d946-d8ac-4852-848a-192fb03715d6,2024-08-19,True,False
aea294c3-a8d2-4563-8877-48b32f24b400,3b77853c-d041-477e-9ae7-bed6f0aa8a2b,2025-03-10,False,False
7960eb14-c3ae-4421-b27f-4f25f372ffa1,30a18385-81ea-4be4-bfb6-c7a89aafce7e,2024-06-11,True,False
58e27869-3e63-4b3f-a252-c254d9748627,19db1267-43b5-4b74-bf25-14ef01470f12,2026-02-02,True,False
9020d283-ab39-4670-aa92-2230066a6b80,d288e28a-f5aa-4b82-9d6c-170da026d170,2025-07-21,True,False
ec8ace03-fc42-48be-b8ec-22972e764ffd,8e23bf6e-e3d4-4741-b666-6dac11d4fe0b,2024-12-11,True,False
c55835d1-ba63-407a-b509-a63815bf8129,e30ab81a-fb57-4aa2-8886-b544271595aa,2025-05-25,True,False
6d1ee0a6-4849-45b9-8e53-3d0b7304a503,47a310fd-43ed-44e7-b0a8-9d57c0f14c1f,2025-10-12,True,False
d82c2a18-fb81-4469-bcfd-3a1411248f3f,cd3a09b0-4527-41b1-a231-3c51e4a115ed,2024-12-04,True,False
b34ff426-abcb-4256-8651-20180c9ea803,a06bad3a-ed41-49b1-aa78-ddedfc1ff2f0,2025-12-04,True,False
ae937840-338e-4ae1-857c-a03b5cad3364,3c7a1677-9adb-477a-9dae-687ac0fc5892,2024-10-13,False,False
389df0ab-e503-4f4c-952a-1d3260c50993,34be17b6-f75d-4718-8f48-1d841a468375,2026-03-11,False,False
f64f617d-9d18-4aa4-b20c-884e64b1a5dd,83293f09-74e1-49e8-bc97-c6a91641d2b8,2025-02-02,True,False
17dda43a-4b41-445c-8822-f29128dd81ab,257a90e6-db1d-41c2-a392-f266529ce3e0,2024-07-04,False,False
89398bfe-bee4-447e-8563-4613892983f4,8b1ddbe0-6a1f-479c-9d34-94080bd66f48,2025-10-03,False,False
787ce214-ba69-4997-b3a3-70d2ef8fdd67,02b97450-d409-4d0c-87bd-8579a544d947,2024-08-12,True,False
b9d4d6ca-383c-4b73-8754-8a5a9e3edd3a,422c7d96-cce0-43f3-b9e5-961d266007c9,2025-04-28,False,False
35aff881-d84c-416c-a6cb-0e159a97b984,f032264c-d57c-425f-bf36-ef154a0268f2,2024-09-02,True,False
f22eb633-a469-47d2-a993-1efd2e6799bf,b24aa561-7b69-4251-a00b-933291506f33,2026-03-09,False,False
8f0957c5-8ace-4127-b616-16f3f767a1ce,5489d88d-ba4a-48bf-9316-f1245a8591eb,2025-01-05,True,False
e18d6888-6f89-4301-8e04-b873384cd4aa,4f14ab07-ae71-4000-ac35-05bdd22d811f,2025-06-17,True,False
273b2fa5-a64a-454c-8f13-c74b0185c993,56a5d87e-f800-4a11-9d92-775aaf57448c,2025-01-11,False,False
ab4b0732-be6e-435d-b767-7ba64ed4bace,7eb66ab2-b324-49d9-bcf8-e745fac46a8a,2025-12-19,False,False
a82cd428-910e-4c84-b110-e59232fd6ec2,56a5d87e-f800-4a11-9d92-775aaf57448c,2025-06-05,False,False
548663b4-48e7-4b69-b598-ac199af5ca64,c514ce54-c727-4158-b68d-447c24f11952,2025-08-31,True,False
a7f4c5f3-b278-447b-8f25-3e0e123c4cb6,9e0328dc-c16c-4b97-ad52-f8db742c2354,2024-07-30,False,False
a0c3ed42-7229-46bb-8f6a-62838c9092cf,604466e7-c2ee-43b8-8c33-ad4d6b9e6127,2024-11-19,True,False
154fbb22-b957-4326-bd21-7a20c558b1f2,fe9be37a-33d2-4305-8b5b-a920db66b4b6,2024-09-06,True,False
bd246f56-a71c-4f47-9ee5-49f9cb9dc809,8ce15ca2-912d-4311-8e1c-93a6cd22d596,2024-11-25,False,False
d2a5f2c9-e2aa-4af4-96ae-4929f2bbcdad,0fc28909-ae22-4a20-bc9a-39ee4896c8aa,2025-05-21,False,False
659c5842-feeb-4b26-bf0a-6ce4ed87a5d7,92ebb0e0-6d19-4784-ac37-aff4b1b51335,2026-02-13,True,False
17dda43a-4b41-445c-8822-f29128dd81ab,9734fa8d-d643-4860-aacd-903d34cc8115,2024-08-04,True,False
a53ab9cc-b1fc-4c1f-b08e-a8a0085378aa,0aa6e902-9e34-417a-9bc3-990e496a4f09,2024-07-27,True,False
362535e6-073f-476e-a7af-fe4e8a320f99,10839bed-3ce8-47b4-8fa2-b9952f8caaec,2025-05-20,True,False
c5ec32b7-0578-422d-aa32-88080515885a,4e108f16-5ab5-4697-8987-501c598e29dd,2026-03-22,True,False
6b388bbe-c7ac-4197-bf31-2b4ff2cd1c0c,202e9e50-bf5d-427c-9bc4-86abdb0c5c22,2026-01-07,True,False
db801431-c65f-4ded-bd61-300b69e2e34e,a1f1dd28-ce1e-4d18-9662-bd5082dba9d0,2024-04-13,True,False
d33de53b-0f68-4ccc-99b5-112491cfa8b5,647d5a40-a897-4787-868a-f1d9a1c68d31,2026-02-03,False,False
a8871a4d-f0be-404d-93b4-d57564d20a22,d1c63d02-a3a7-4b99-a5f8-053f5aede2ab,2025-12-12,True,False
ae937840-338e-4ae1-857c-a03b5cad3364,d8b1472c-3178-4796-a9f3-ef1e993d9df3,2025-05-08,True,False
5c455fbc-0eaf-4696-b35b-1ff1e6bb7b49,b48f22a6-1f93-44dc-b77e-d11995fa1d00,2024-12-21,True,False
051d2a9f-08c5-4ca7-9206-ca0fbddc9594,3784402a-28a5-4178-8327-2fe6d489bc9c,2025-03-21,True,False
5503c4fa-2eb4-4a0f-ac70-1ef556287e7a,477f8824-062f-4a86-96f4-fc71d5dad906,2025-01-28,False,False
3f855def-14a3-4bc1-80fd-6f540162e274,beba88c5-5d36-4019-8c91-779d2c9fc837,2026-04-05,False,False
1ad325d0-4139-49bd-a7f2-b26b819d63de,2a001172-b9ee-49b6-bff5-0a8ae9916213,2024-08-16,True,False
d438bcd4-3334-4097-9541-1ca3ba7a1925,de44c102-2c1e-46f8-a944-294b32999f7e,2025-09-03,True,False
63eee150-4bf5-4c71-88aa-0d1fbac37a67,a6da59a7-dcf1-4db1-a8f6-f7dd9659333b,2026-02-11,True,False
fcd6b20f-1f89-4b6f-9f71-064b750135d4,0507bfa7-374c-4c41-a66b-8f098bfbcba7,2024-09-19,True,False
affce853-0bd0-4c5f-87fb-313f226eb6c8,64678f3a-75fa-4b9d-a707-4f15fd37af60,2025-01-31,True,False
2c01451a-f6e9-436b-b92c-c1be49a26fb3,84e11e30-6a52-4da8-9b07-b818b03d75c5,2024-08-18,True,False
22846166-59e9-4e2f-aea8-80e2375f01d6,8645a6d8-727c-4cc4-af6d-e2a59daef1c0,2024-10-09,False,False
8f215d87-912d-43f2-893c-30490e502ee8,30ccaba2-5e4d-4e02-b905-2c56067e9a5e,2025-06-29,True,False
27cac934-998a-47fb-a335-db1ef8369088,972ddbb6-1540-411f-9fa7-a5122c5e9fa3,2024-06-11,False,False
5c01cbff-fff5-4d2e-b53b-44cf91c2d7ff,264d00e2-5921-4f7d-b25e-16797ec25edf,2025-02-20,True,False
50aa1fa4-89c5-4ee0-b9c7-288cfebb7a0d,3941b179-c0e2-4dea-95de-d99948438850,2025-10-16,True,False
2e410a70-4f49-4103-99c3-959cb733db8c,3cdaf368-a494-4635-9b7b-47ac06c56248,2024-06-28,True,False
66d59cdc-7ae7-491e-9c19-4c0ba4826a2e,a87aa16d-e264-4a8e-85ae-f9a1512fdecf,2025-12-06,True,False
eeb91841-dc12-4a8b-ae8d-0a97be655efb,35145097-5843-4d23-bd0b-c7c1acbf2bb0,2024-10-19,True,False
595fb83f-fa49-46bc-bcd1-cd9c0857bafc,5db56ff9-5cdd-403a-8237-064023d21ca0,2025-11-05,True,False
017df0f7-3590-4124-a5a1-22c3572455f7,b0bce723-2b56-4eec-a12d-3a4722c28115,2024-12-27,False,False
4e108f16-5ab5-4697-8987-501c598e29dd,0f2ad7b1-5614-41f4-a1a1-b7b5362ae866,2025-12-19,True,False
8cb5b4ed-2201-49da-b939-564a71eb2f29,9fce189f-ad24-48ad-8de4-ecb179c440bf,2024-04-09,True,False
421a9e59-8efd-46d6-b5d1-ebb7676ca67f,ce0eb73e-c744-483b-88b1-7c4c118a6ede,2024-07-27,True,False
72295107-6327-4df5-8dfc-3dd9427f69fe,50eb777f-dd30-47c6-ae21-7f594e11109c,2024-12-05,False,False
95e5e008-dd08-4a2f-8392-aef09ecfcfdc,8d24eb1c-3862-47e6-aa2d-1b0d29cac836,2025-05-27,True,False
7b59429f-4b73-4275-81c4-837e735162c1,109d6693-ebaf-48a6-a768-701f5d17d5d5,2026-02-06,False,False
234c97c9-e9ff-45f2-a63a-1fc54595e08b,e7533085-2295-4517-8ec2-1a5fdd9ff27d,2025-09-04,True,False
154fbb22-b957-4326-bd21-7a20c558b1f2,8645a6d8-727c-4cc4-af6d-e2a59daef1c0,2025-10-24,True,False
59c87f7a-7cae-4f09-b648-746bd555db9f,1ce5fa1a-b196-4eca-af18-1b6b0346a65e,2026-03-19,False,False
bc7b8cd2-ccd3-44fd-bc09-cdf24cad95ce,4ca5a346-76d3-4c23-affd-52c52bd2f921,2025-12-27,False,False
e976ac49-c611-4776-afd9-c3bdc71fd241,b4e9f0a3-b25b-4520-b728-92a3bd367c86,2024-12-30,False,False
3d0b0c8e-cb82-40e0-884e-19302455016b,f0530f6a-9f33-430d-a94f-fdfe80569e5e,2026-02-09,True,False
4e108f16-5ab5-4697-8987-501c598e29dd,a7d8ee71-8d4e-4dc8-b834-5a8972da82c7,2026-02-28,True,False
0ae8a1b9-45fb-49a6-bdc3-83e0bcea896f,fe9be37a-33d2-4305-8b5b-a920db66b4b6,2024-12-10,True,False
b75543ec-3d72-4506-8600-d935c112a720,2b3b9155-8063-40e7-93e6-75741f5b3076,2025-12-06,False,False
3b2ee2e9-4432-4926-a094-34d04894381b,85bd22ce-70f5-4d02-932c-f31451371127,2025-11-16,True,False
75917ebb-b154-4c70-aea7-7cbe6a43247e,1c092e68-904f-4fad-bca9-59c0237b4cfe,2024-08-23,False,False
fc7840bf-b6b4-4ed6-a64f-0fd4f6631d1c,0aa6e902-9e34-417a-9bc3-990e496a4f09,2024-12-25,False,False
f87f9e8a-4166-4322-8fc2-630b6faf3164,3ea53804-adc1-4a08-a680-a0f42cfa1559,2025-02-05,True,False
dfa4aaff-f210-4a92-ab8b-ff0880f825ee,a0c3ed42-7229-46bb-8f6a-62838c9092cf,2025-05-12,True,False
6d7b4aac-529a-44db-8dfe-72fa127e77f4,0e2fabe2-cf1e-48d0-8b1d-16d48d9a0eab,2025-03-20,True,False
a23f599c-4572-4442-8077-b9c3694e1a52,f8f69d99-f6d9-4b81-ba76-98c6b48d9d64,2026-04-07,True,False
c8af68e2-8821-4943-a032-dcdb08eedee3,b53b064e-479a-41a2-b458-baa3d151836a,2025-09-27,False,False
7362a288-f2ee-4f67-a595-37caa111de68,5f16db24-2094-41bb-b3d4-be76a4db48fe,2025-12-19,False,False
16bacb7b-8824-496b-ae47-496d41435076,a2b6b4fa-674b-4ede-b01c-9632b13ebf10,2025-08-08,False,False
14da8e26-d87c-447a-81c0-819997df0c0d,a5791f18-83f0-4126-a11f-01dbe70630d3,2024-05-18,True,False
0dc78fe7-6c43-4729-a225-7abc3817fa59,1013d10e-78ac-4867-aa62-b2e13897ed5f,2025-05-21,True,False
ad9cd01a-6c0f-4d9e-b5f1-a8be26393928,a8aec751-15fb-4c7a-a499-abac9e4a3ab7,2025-05-29,False,False
1708d54d-d883-48e9-8db0-82ce9e552253,fdc43e4b-30bf-450d-a5eb-38dac1d24b74,2024-05-09,True,False
22f516c5-f856-4e0f-bcd3-814e250aac37,8cb5b4ed-2201-49da-b939-564a71eb2f29,2025-02-06,True,False
f9c2dea7-ea6d-4cd2-916a-ea5e2ac3effe,f12aca86-6536-47a5-985c-6ccddfcd6d22,2025-09-30,False,False
e0c6f65f-8801-41cc-8c47-bdc4b6923f8a,2548ea7e-4228-45bb-bc11-1acb756533d1,2026-01-11,False,False
948bff29-a51a-4797-8c55-ab78a688a98f,df189249-fb58-4112-865f-e3ec65aa0f8c,2024-09-15,True,False
098d6628-f778-4698-9843-119568f29650,6303907d-ca0b-47de-8728-96325292627c,2025-01-04,True,False
e07ac6b7-3423-40e5-b94c-2e556571e56c,98ff565e-5ac4-463b-b1f5-ff381c9df4e8,2026-01-30,False,False
8c64b38d-f57e-46ef-b83f-05c667b7b5b9,52848f5a-68c1-43f3-a4eb-2ae059c58f43,2026-01-19,False,False
dfb42ad2-a02f-400a-8f3d-b7a6482315be,3dcc9a76-8071-4666-a6d3-4f1dca9637f1,2025-04-15,True,False
62e81268-7a69-4f05-89e1-f5f7c20639fb,afcec0e8-f415-4240-a719-9e7512781759,2025-12-08,False,False
30a18385-81ea-4be4-bfb6-c7a89aafce7e,2f2ec088-3385-4c2d-a3cb-0c5d668fdecb,2024-07-27,True,False
81e730d2-95bd-418b-92c8-6b1694f272a0,123d915b-b9d0-4ad5-b972-2d745d08cd3d,2025-12-17,False,False
ea9fb406-ba30-4792-b9d0-b6646dd67e43,346a9dc7-cc77-4fe9-8cda-c5ce59086a0e,2025-07-01,True,False
79ca0481-41d3-4698-b126-cbe7bf20d1db,fc747266-7bf9-4e04-940f-a56bde331ebb,2025-05-04,True,False
db156921-8ffc-4206-850c-96b7b1c67563,86029e80-7190-47c9-8d84-dc27e6f49892,2026-01-06,False,False
